id,code,display
64,"CNEC","certified neurology care"
65,"CNMC","certified nuclear medicine care"
66,"CNQC","certified neurology with special qualifications in child neurology care"
67,"CNSC","certified neurological surgery care"
68,"COGC","certified obstetrics and gynecology care"
69,"COMC","certified occupational medicine care"
70,"COPC","certified ophthalmology care"
71,"COSC","certified orthopaedic surgery care"
72,"COTC","certified otolaryngology care"
73,"CPEC","certified pediatrics care"
74,"CPGC","certified Ph.D. medical genetics care"
75,"CPHC","certified public health and general preventive medicine care"
76,"CPRC","certified physical medicine and rehabilitation care"
77,"CPSC","certified plastic surgery care"
78,"CPYC","certified psychiatry care"
79,"CROC","certified radiation oncology care"
80,"CRPC","certified radiological physics care"
81,"CSUC","certified surgery care"
82,"CTSC","certified thoracic surgery care"
83,"CURC","certified urology care"
84,"CVSC","certified vascular surgery care"
85,"LGPC","licensed general physician care"
86,"_ActCredentialedCareProvisionProgramCode","act credentialed care provision program"
87,"AALC","accredited assisted living care"
88,"AAMC","accredited ambulatory care"
89,"ABHC","accredited behavioral health care"
90,"ACAC","accredited critical access hospital care"
91,"ACHC","accredited hospital care"
92,"AHOC","accredited home care"
93,"ALTC","accredited long term care"
94,"AOSC","accredited office-based surgery care"
95,"CACS","certified acute coronary syndrome care"
96,"CAMI","certified acute myocardial infarction care"
97,"CAST","certified asthma care"
98,"CBAR","certified bariatric surgery care"
99,"CCAD","certified coronary artery disease care"
100,"CCAR","certified cardiac care"
101,"CDEP","certified depression care"
102,"CDGD","certified digestive/gastrointestinal disorders care"
103,"CDIA","certified diabetes care"
104,"CEPI","certified epilepsy care"
105,"CFEL","certified frail elderly care"
106,"CHFC","certified heart failure care"
107,"CHRO","certified high risk obstetrics care"
108,"CHYP","certified hyperlipidemia care"
109,"CMIH","certified migraine headache care"
110,"CMSC","certified multiple sclerosis care"
111,"COJR","certified orthopedic joint replacement care"
112,"CONC","certified oncology care"
113,"COPD","certified chronic obstructive pulmonary disease care"
114,"CORT","certified organ transplant care"
115,"CPAD","certified parkinsons disease care"
116,"CPND","certified pneumonia disease care"
117,"CPST","certified primary stroke center care"
118,"CSDM","certified stroke disease management care"
119,"CSIC","certified sickle cell care"
120,"CSLD","certified sleep disorders care"
121,"CSPT","certified spine treatment care"
122,"CTBU","certified trauma/burn center care"
123,"CVDC","certified vascular diseases care"
124,"CWMA","certified wound management care"
125,"CWOH","certified women's health care"
126,"_ActEncounterCode","ActEncounterCode"
127,"AMB","ambulatory"
128,"EMER","emergency"
129,"FLD","field"
130,"HH","home health"
131,"IMP","inpatient encounter"
132,"ACUTE","inpatient acute"
133,"NONAC","inpatient non-acute"
134,"OBSENC","observation encounter"
135,"PRENC","pre-admission"
136,"SS","short stay"
137,"VR","virtual"
138,"_ActMedicalServiceCode","ActMedicalServiceCode"
139,"ALC","Alternative Level of Care"
140,"CARD","Cardiology"
141,"CHR","Chronic"
142,"DNTL","Dental"
143,"DRGRHB","Drug Rehab"
144,"GENRL","General"
145,"MED","Medical"
146,"OBS","Obstetrics"
147,"ONC","Oncology"
148,"PALL","Palliative"
149,"PED","Pediatrics"
150,"PHAR","Pharmaceutical"
151,"PHYRHB","Physical Rehab"
152,"PSYCH","Psychiatric"
153,"SURG","Surgical"
154,"_ActClaimAttachmentCategoryCode","ActClaimAttachmentCategoryCode"
155,"AUTOATTCH","auto attachment"
156,"DOCUMENT","document"
157,"HEALTHREC","health record"
158,"IMG","image attachment"
159,"LABRESULTS","lab results"
160,"MODEL","model"
161,"WIATTCH","work injury report attachment"
162,"XRAY","x-ray"
163,"_ActConsentType","ActConsentType"
164,"ICOL","information collection"
165,"IDSCL","information disclosure"
166,"INFA","information access"
167,"INFAO","access only"
168,"INFASO","access and save only"
169,"IRDSCL","information redisclosure"
170,"RESEARCH","research information access"
171,"RSDID","de-identified information access"
172,"RSREID","re-identifiable information access"
173,"_ActContainerRegistrationCode","ActContainerRegistrationCode"
174,"ID","Identified"
175,"IP","In Position"
176,"L","Left Equipment"
177,"M","Missing"
178,"O","In Process"
179,"R","Process Completed"
180,"X","Container Unavailable"
181,"_ActControlVariable","ActControlVariable"
182,"AUTO","auto-repeat permission"
183,"ENDC","endogenous content"
184,"REFLEX","reflex permission"
185,"_ActCoverageConfirmationCode","ActCoverageConfirmationCode"
186,"_ActCoverageAuthorizationConfirmationCode","ActCoverageAuthorizationConfirmationCode"
187,"AUTH","Authorized"
188,"NAUTH","Not Authorized"
189,"_ActCoverageEligibilityConfirmationCode","ActCoverageEligibilityConfirmationCode"
190,"ELG","Eligible"
191,"NELG","Not Eligible"
192,"_ActCoverageLimitCode","ActCoverageLimitCode"
193,"_ActCoverageQuantityLimitCode","ActCoverageQuantityLimitCode"
194,"COVPRD","coverage period"
195,"LFEMX","life time maximum"
196,"NETAMT","Net Amount"
197,"PRDMX","period maximum"
198,"UNITPRICE","Unit Price"
199,"UNITQTY","Unit Quantity"
200,"COVMX","coverage maximum"
201,"_ActCoveredPartyLimitCode","ActCoveredPartyLimitCode"
202,"_ActCoverageTypeCode","ActCoverageTypeCode"
203,"_ActInsurancePolicyCode","ActInsurancePolicyCode"
204,"EHCPOL","extended healthcare"
205,"HSAPOL","health spending account"
206,"AUTOPOL","automobile"
207,"COL","collision coverage policy"
208,"UNINSMOT","uninsured motorist policy"
209,"PUBLICPOL","public healthcare"
210,"DENTPRG","dental program"
211,"DISEASEPRG","public health program"
212,"CANPRG","women's cancer detection program"
213,"ENDRENAL","end renal program"
214,"HIVAIDS","HIV-AIDS program"
215,"MANDPOL","mandatory health program"
216,"MENTPRG","mental health program"
217,"SAFNET","safety net clinic program"
218,"SUBPRG","substance use program"
219,"SUBSIDIZ","subsidized health program"
220,"SUBSIDMC","subsidized managed care program"
221,"SUBSUPP","subsidized supplemental health program"
222,"WCBPOL","worker's compensation"
223,"_ActInsuranceTypeCode","ActInsuranceTypeCode"
224,"_ActHealthInsuranceTypeCode","ActHealthInsuranceTypeCode"
225,"DENTAL","dental care policy"
226,"DISEASE","disease specific policy"
227,"DRUGPOL","drug policy"
228,"HIP","health insurance plan policy"
229,"LTC","long term care policy"
230,"MCPOL","managed care policy"
231,"POS","point of service policy"
232,"HMO","health maintenance organization policy"
233,"PPO","preferred provider organization policy"
234,"MENTPOL","mental health policy"
235,"SUBPOL","substance use policy"
236,"VISPOL","vision care policy"
237,"DIS","disability insurance policy"
238,"EWB","employee welfare benefit plan policy"
239,"FLEXP","flexible benefit plan policy"
240,"LIFE","life insurance policy"
241,"ANNU","annuity policy"
242,"TLIFE","term life insurance policy"
243,"ULIFE","universal life insurance policy"
244,"PNC","property and casualty insurance policy"
245,"REI","reinsurance policy"
246,"SURPL","surplus line insurance policy"
247,"UMBRL","umbrella liability insurance policy"
248,"_ActProgramTypeCode","ActProgramTypeCode"
249,"CHAR","charity program"
250,"CRIME","crime victim program"
251,"EAP","employee assistance program"
252,"GOVEMP","government employee health program"
253,"HIRISK","high risk pool program"
254,"IND","indigenous peoples health program"
255,"MILITARY","military health program"
256,"RETIRE","retiree health program"
257,"SOCIAL","social service program"
258,"VET","veteran health program"
259,"_ActDetectedIssueManagementCode","ActDetectedIssueManagementCode"
260,"_ActAdministrativeDetectedIssueManagementCode","ActAdministrativeDetectedIssueManagementCode"
261,"_AuthorizationIssueManagementCode","Authorization Issue Management Code"
262,"EMAUTH","emergency authorization override"
263,"21","authorization confirmed"
264,"1","Therapy Appropriate"
265,"19","Consulted Supplier"
266,"2","Assessed Patient"
267,"22","appropriate indication or diagnosis"
268,"23","prior therapy documented"
269,"3","Patient Explanation"
270,"4","Consulted Other Source"
271,"5","Consulted Prescriber"
272,"6","Prescriber Declined Change"
273,"7","Interacting Therapy No Longer Active/Planned"
274,"14","Supply Appropriate"
275,"15","Replacement"
276,"16","Vacation Supply"
277,"17","Weekend Supply"
278,"18","Leave of Absence"
279,"20","additional quantity on separate dispense"
280,"8","Other Action Taken"
281,"10","Provided Patient Education"
282,"11","Added Concurrent Therapy"
283,"12","Temporarily Suspended Concurrent Therapy"
284,"13","Stopped Concurrent Therapy"
285,"9","Instituted Ongoing Monitoring Program"
286,"_ActExposureCode","ActExposureCode"
287,"CHLDCARE","Day care - Child care Interaction"
288,"CONVEYNC","Common Conveyance Interaction"
289,"HLTHCARE","Health Care Interaction - Not Patient Care"
290,"HOMECARE","Care Giver Interaction"
291,"HOSPPTNT","Hospital Patient Interaction"
292,"HOSPVSTR","Hospital Visitor Interaction"
293,"HOUSEHLD","Household Interaction"
294,"INMATE","Inmate Interaction"
295,"INTIMATE","Intimate Interaction"
296,"LTRMCARE","Long Term Care Facility Interaction"
297,"PLACE","Common Space Interaction"
298,"PTNTCARE","Health Care Interaction - Patient Care"
299,"SCHOOL2","School Interaction"
300,"SOCIAL2","Social/Extended Family Interaction"
301,"SUBSTNCE","Common Substance Interaction"
302,"TRAVINT","Common Travel Interaction"
303,"WORK2","Work Interaction"
304,"_ActFinancialTransactionCode","ActFinancialTransactionCode"
305,"CHRG","Standard Charge"
306,"REV","Standard Charge Reversal"
307,"_ActIncidentCode","ActIncidentCode"
308,"MVA","Motor vehicle accident"
309,"SCHOOL","School Accident"
310,"SPT","Sporting Accident"
311,"WPA","Workplace accident"
312,"_ActInformationAccessCode","ActInformationAccessCode"
313,"ACADR","adverse drug reaction access"
314,"ACALL","all access"
315,"ACALLG","allergy access"
316,"ACCONS","informational consent access"
317,"ACDEMO","demographics access"
318,"ACDI","diagnostic imaging access"
319,"ACIMMUN","immunization access"
320,"ACLAB","lab test result access"
321,"ACMED","medication access"
322,"ACMEDC","medical condition access"
323,"ACMEN","mental health access"
324,"ACOBS","common observations access"
325,"ACPOLPRG","policy or program information access"
326,"ACPROV","provider information access"
327,"ACPSERV","professional service access"
328,"ACSUBSTAB","substance abuse access"
329,"_ActInformationAccessContextCode","ActInformationAccessContextCode"
330,"INFAUT","authorized information transfer"
331,"INFCON","after explicit consent"
332,"INFCRT","only on court order"
333,"INFDNG","only if danger to others"
334,"INFEMER","only in an emergency"
335,"INFPWR","only if public welfare risk"
336,"INFREG","regulatory information transfer"
337,"_ActInformationCategoryCode","ActInformationCategoryCode"
338,"ALLCAT","all categories"
339,"ALLGCAT","allergy category"
340,"ARCAT","adverse drug reaction category"
341,"COBSCAT","common observation category"
342,"DEMOCAT","demographics category"
343,"DICAT","diagnostic image category"
344,"IMMUCAT","immunization category"
345,"LABCAT","lab test category"
346,"MEDCCAT","medical condition category"
347,"MENCAT","mental health category"
348,"PSVCCAT","professional service category"
349,"RXCAT","medication category"
350,"_ActInvoiceElementCode","ActInvoiceElementCode"
351,"_ActInvoiceAdjudicationPaymentCode","ActInvoiceAdjudicationPaymentCode"
352,"_ActInvoiceAdjudicationPaymentGroupCode","ActInvoiceAdjudicationPaymentGroupCode"
353,"ALEC","alternate electronic"
354,"BONUS","bonus"
355,"CFWD","carry forward adjusment"
356,"EDU","education fees"
357,"EPYMT","early payment fee"
358,"GARN","garnishee"
359,"INVOICE","submitted invoice"
360,"PINV","paper invoice"
361,"PPRD","prior period adjustment"
362,"PROA","professional association deduction"
363,"RECOV","recovery"
364,"RETRO","retro adjustment"
365,"TRAN","transaction fee"
366,"_ActInvoiceAdjudicationPaymentSummaryCode","ActInvoiceAdjudicationPaymentSummaryCode"
367,"INVTYPE","invoice type"
368,"PAYEE","payee"
369,"PAYOR","payor"
370,"SENDAPP","sending application"
371,"_ActInvoiceDetailCode","ActInvoiceDetailCode"
372,"_ActInvoiceDetailClinicalProductCode","ActInvoiceDetailClinicalProductCode"
373,"UNSPSC","United Nations Standard Products and Services Classification"
374,"_ActInvoiceDetailDrugProductCode","ActInvoiceDetailDrugProductCode"
375,"GTIN","Global Trade Item Number"
376,"UPC","Universal Product Code"
377,"_ActInvoiceDetailGenericCode","ActInvoiceDetailGenericCode"
378,"_ActInvoiceDetailGenericAdjudicatorCode","ActInvoiceDetailGenericAdjudicatorCode"
379,"COIN","coinsurance"
380,"COPAYMENT","patient co-pay"
381,"DEDUCTIBLE","deductible"
382,"PAY","payment"
383,"SPEND","spend down"
384,"COINS","co-insurance"
385,"_ActInvoiceDetailGenericModifierCode","ActInvoiceDetailGenericModifierCode"
386,"AFTHRS","non-normal hours"
387,"ISOL","isolation allowance"
388,"OOO","out of office"
389,"_ActInvoiceDetailGenericProviderCode","ActInvoiceDetailGenericProviderCode"
390,"CANCAPT","cancelled appointment"
391,"DSC","discount"
392,"ESA","extraordinary service assessment"
393,"FFSTOP","fee for service top off"
394,"FNLFEE","final fee"
395,"FRSTFEE","first fee"
396,"MARKUP","markup or up-charge"
397,"MISSAPT","missed appointment"
398,"PERFEE","periodic fee"
399,"PERMBNS","performance bonus"
400,"RESTOCK","restocking fee"
401,"TRAVEL","travel"
402,"URGENT","urgent"
403,"_ActInvoiceDetailTaxCode","ActInvoiceDetailTaxCode"
404,"FST","federal sales tax"
405,"HST","harmonized sales Tax"
406,"PST","provincial/state sales tax"
407,"_ActInvoiceDetailPreferredAccommodationCode","ActInvoiceDetailPreferredAccommodationCode"
408,"_ActEncounterAccommodationCode","ActEncounterAccommodationCode"
409,"_HL7AccommodationCode","HL7AccommodationCode"
410,"I","Isolation"
411,"P","Private"
412,"S","Suite"
413,"SP","Semi-private"
414,"W","Ward"
415,"_ActInvoiceDetailClinicalServiceCode","ActInvoiceDetailClinicalServiceCode"
416,"_ActInvoiceGroupCode","ActInvoiceGroupCode"
417,"_ActInvoiceInterGroupCode","ActInvoiceInterGroupCode"
418,"CPNDDRGING","compound drug invoice group"
419,"CPNDINDING","compound ingredient invoice group"
420,"CPNDSUPING","compound supply invoice group"
421,"DRUGING","drug invoice group"
422,"FRAMEING","frame invoice group"
423,"LENSING","lens invoice group"
424,"PRDING","product invoice group"
425,"_ActInvoiceRootGroupCode","ActInvoiceRootGroupCode"
426,"CPINV","clinical product invoice"
427,"CSINV","clinical service invoice"
428,"CSPINV","clinical service and product"
429,"FININV","financial invoice"
430,"OHSINV","oral health service"
431,"PAINV","preferred accommodation invoice"
432,"RXCINV","Rx compound invoice"
433,"RXDINV","Rx dispense invoice"
434,"SBFINV","sessional or block fee invoice"
435,"VRXINV","vision dispense invoice"
436,"_ActInvoiceElementSummaryCode","ActInvoiceElementSummaryCode"
437,"_InvoiceElementAdjudicated","InvoiceElementAdjudicated"
438,"ADNFPPELAT","adjud. nullified prior-period electronic amount"
439,"ADNFPPELCT","adjud. nullified prior-period electronic count"
440,"ADNFPPMNAT","adjud. nullified prior-period manual amount"
441,"ADNFPPMNCT","adjud. nullified prior-period manual count"
442,"ADNFSPELAT","adjud. nullified same-period electronic amount"
443,"ADNFSPELCT","adjud. nullified same-period electronic count"
444,"ADNFSPMNAT","adjud. nullified same-period manual amount"
445,"ADNFSPMNCT","adjud. nullified same-period manual count"
446,"ADNPPPELAT","adjud. non-payee payable prior-period electronic amount"
447,"ADNPPPELCT","adjud. non-payee payable prior-period electronic count"
448,"ADNPPPMNAT","adjud. non-payee payable prior-period manual amount"
449,"ADNPPPMNCT","adjud. non-payee payable prior-period manual count"
450,"ADNPSPELAT","adjud. non-payee payable same-period electronic amount"
451,"ADNPSPELCT","adjud. non-payee payable same-period electronic count"
452,"ADNPSPMNAT","adjud. non-payee payable same-period manual amount"
453,"ADNPSPMNCT","adjud. non-payee payable same-period manual count"
454,"ADPPPPELAT","adjud. payee payable prior-period electronic amount"
455,"ADPPPPELCT","adjud. payee payable prior-period electronic count"
456,"ADPPPPMNAT","adjud. payee payable prior-period manual amout"
457,"ADPPPPMNCT","adjud. payee payable prior-period manual count"
458,"ADPPSPELAT","adjud. payee payable same-period electronic amount"
459,"ADPPSPELCT","adjud. payee payable same-period electronic count"
460,"ADPPSPMNAT","adjud. payee payable same-period manual amount"
461,"ADPPSPMNCT","adjud. payee payable same-period manual count"
462,"ADRFPPELAT","adjud. refused prior-period electronic amount"
463,"ADRFPPELCT","adjud. refused prior-period electronic count"
464,"ADRFPPMNAT","adjud. refused prior-period manual amount"
465,"ADRFPPMNCT","adjud. refused prior-period manual count"
466,"ADRFSPELAT","adjud. refused same-period electronic amount"
467,"ADRFSPELCT","adjud. refused same-period electronic count"
468,"ADRFSPMNAT","adjud. refused same-period manual amount"
469,"ADRFSPMNCT","adjud. refused same-period manual count"
470,"_InvoiceElementPaid","InvoiceElementPaid"
471,"PDNFPPELAT","paid nullified prior-period electronic amount"
472,"PDNFPPELCT","paid nullified prior-period electronic count"
473,"PDNFPPMNAT","paid nullified prior-period manual amount"
474,"PDNFPPMNCT","paid nullified prior-period manual count"
475,"PDNFSPELAT","paid nullified same-period electronic amount"
476,"PDNFSPELCT","paid nullified same-period electronic count"
477,"PDNFSPMNAT","paid nullified same-period manual amount"
478,"PDNFSPMNCT","paid nullified same-period manual count"
479,"PDNPPPELAT","paid non-payee payable prior-period electronic amount"
480,"PDNPPPELCT","paid non-payee payable prior-period electronic count"
481,"PDNPPPMNAT","paid non-payee payable prior-period manual amount"
482,"PDNPPPMNCT","paid non-payee payable prior-period manual count"
483,"PDNPSPELAT","paid non-payee payable same-period electronic amount"
484,"PDNPSPELCT","paid non-payee payable same-period electronic count"
485,"PDNPSPMNAT","paid non-payee payable same-period manual amount"
486,"PDNPSPMNCT","paid non-payee payable same-period manual count"
487,"PDPPPPELAT","paid payee payable prior-period electronic amount"
488,"PDPPPPELCT","paid payee payable prior-period electronic count"
489,"PDPPPPMNAT","paid payee payable prior-period manual amount"
490,"PDPPPPMNCT","paid payee payable prior-period manual count"
491,"PDPPSPELAT","paid payee payable same-period electronic amount"
492,"PDPPSPELCT","paid payee payable same-period electronic count"
493,"PDPPSPMNAT","paid payee payable same-period manual amount"
494,"PDPPSPMNCT","paid payee payable same-period manual count"
495,"_InvoiceElementSubmitted","InvoiceElementSubmitted"
496,"SBBLELAT","submitted billed electronic amount"
497,"SBBLELCT","submitted billed electronic count"
498,"SBNFELAT","submitted nullified electronic amount"
499,"SBNFELCT","submitted cancelled electronic count"
500,"SBPDELAT","submitted pending electronic amount"
501,"SBPDELCT","submitted pending electronic count"
502,"_ActInvoiceOverrideCode","ActInvoiceOverrideCode"
503,"COVGE","coverage problem"
504,"EFORM","electronic form to follow"
505,"FAX","fax to follow"
506,"GFTH","good faith indicator"
507,"LATE","late invoice"
508,"MANUAL","manual review"
509,"OOJ","out of jurisdiction"
510,"ORTHO","orthodontic service"
511,"PAPER","paper documentation to follow"
512,"PIE","public insurance exhausted"
513,"PYRDELAY","delayed by a previous payor"
514,"REFNR","referral not required"
515,"REPSERV","repeated service"
516,"UNRELAT","unrelated service"
517,"VERBAUTH","verbal authorization"
518,"_ActListCode","ActListCode"
519,"_ActObservationList","ActObservationList"
520,"CARELIST","care plan"
521,"CONDLIST","condition list"
522,"INTOLIST","intolerance list"
523,"PROBLIST","problem list"
524,"RISKLIST","risk factors"
525,"GOALLIST","goal list"
526,"_ActTherapyDurationWorkingListCode","ActTherapyDurationWorkingListCode"
527,"_ActMedicationTherapyDurationWorkingListCode","act medication therapy duration working list"
528,"ACU","short term/acute"
529,"CHRON","continuous/chronic"
530,"ONET","one time"
531,"PRN","as needed"
532,"MEDLIST","medication list"
533,"CURMEDLIST","current medication list"
534,"DISCMEDLIST","discharge medication list"
535,"HISTMEDLIST","medication history"
536,"_ActMonitoringProtocolCode","ActMonitoringProtocolCode"
537,"CTLSUB","Controlled Substance"
538,"INV","investigational"
539,"LU","limited use"
540,"OTC","non prescription medicine"
541,"RX","prescription only medicine"
542,"SA","special authorization"
543,"SAC","special access"
544,"_ActNonObservationIndicationCode","ActNonObservationIndicationCode"
545,"IND01","imaging study requiring contrast"
546,"IND02","colonoscopy prep"
547,"IND03","prophylaxis"
548,"IND04","surgical prophylaxis"
549,"IND05","pregnancy prophylaxis"
550,"_ActObservationVerificationType","act observation verification"
551,"VFPAPER","verify paper"
552,"_ActPaymentCode","ActPaymentCode"
553,"ACH","Automated Clearing House"
554,"CHK","Cheque"
555,"DDP","Direct Deposit"
556,"NON","Non-Payment Data"
557,"_ActPharmacySupplyType","ActPharmacySupplyType"
558,"DF","Daily Fill"
559,"EM","Emergency Supply"
560,"SO","Script Owing"
561,"FF","First Fill"
562,"FFC","First Fill - Complete"
563,"FFP","First Fill - Part Fill"
564,"FFSS","first fill, partial strength"
565,"TF","Trial Fill"
566,"FS","Floor stock"
567,"MS","Manufacturer Sample"
568,"RF","Refill"
569,"UD","Unit Dose"
570,"RFC","Refill - Complete"
571,"RFCS","refill complete partial strength"
572,"RFF","Refill (First fill this facility)"
573,"RFFS","refill partial strength (first fill this facility)"
574,"RFP","Refill - Part Fill"
575,"RFPS","refill part fill partial strength"
576,"RFS","refill partial strength"
577,"TB","Trial Balance"
578,"TBS","trial balance partial strength"
579,"UDE","unit dose equivalent"
580,"_ActPolicyType","ActPolicyType"
581,"_ActPrivacyPolicy","ActPrivacyPolicy"
582,"_ActConsentDirective","ActConsentDirective"
583,"EMRGONLY","emergency only"
584,"GRANTORCHOICE","grantor choice"
585,"IMPLIED","implied consent"
586,"IMPLIEDD","implied consent with opportunity to dissent"
587,"NOCONSENT","no consent"
588,"NOPP","notice of privacy practices"
589,"OPTIN","opt-in"
590,"OPTINR","opt-in with restrictions"
591,"OPTOUT","op-out"
592,"OPTOUTE","opt-out with exceptions"
593,"_ActPrivacyLaw","ActPrivacyLaw"
594,"_ActUSPrivacyLaw","_ActUSPrivacyLaw"
595,"42CFRPart2","42 CFR Part2"
596,"CommonRule","Common Rule"
597,"HIPAANOPP","HIPAA notice of privacy practices"
598,"HIPAAPsyNotes","HIPAA psychotherapy notes"
599,"HIPAASelfPay","HIPAA self-pay"
600,"Title38Section7332","Title 38 Section 7332"
601,"_InformationSensitivityPolicy","InformationSensitivityPolicy"
602,"_ActInformationSensitivityPolicy","ActInformationSensitivityPolicy"
603,"ETH","substance abuse information sensitivity"
604,"GDIS","genetic disease information sensitivity"
605,"HIV","HIV/AIDS information sensitivity"
606,"MST","military sexual trauma information sensitivity"
607,"SCA","sickle cell anemia information sensitivity"
608,"SDV","sexual assault, abuse, or domestic violence information sensitivity"
609,"SEX","sexuality and reproductive health information sensitivity"
610,"SPI","specially protected information sensitivity"
611,"BH","behavioral health information sensitivity"
612,"COGN","cognitive disability information sensitivity"
613,"DVD","developmental disability information sensitivity"
614,"EMOTDIS","emotional disturbance information sensitivity"
615,"MH","mental health information sensitivity"
616,"PSY","psychiatry disorder information sensitivity"
617,"PSYTHPN","psychotherapy note information sensitivity"
618,"SUD","substance use disorder information sensitivity"
619,"ETHUD","alcohol use disorder information sensitivity"
620,"OPIOIDUD","opioid use disorder information sensitivity"
621,"STD","sexually transmitted disease information sensitivity"
622,"TBOO","taboo"
623,"VIO","violence information sensitivity"
624,"SICKLE","sickle cell"
625,"_EntitySensitivityPolicyType","EntityInformationSensitivityPolicy"
626,"DEMO","all demographic information sensitivity"
627,"DOB","date of birth information sensitivity"
628,"GENDER","gender and sexual orientation information sensitivity"
629,"LIVARG","living arrangement information sensitivity"
630,"MARST","marital status information sensitivity"
631,"RACE","race information sensitivity"
632,"REL","religion information sensitivity"
633,"_RoleInformationSensitivityPolicy","RoleInformationSensitivityPolicy"
634,"B","business information sensitivity"
635,"EMPL","employer information sensitivity"
636,"LOCIS","location information sensitivity"
637,"SSP","sensitive service provider information sensitivity"
638,"ADOL","adolescent information sensitivity"
639,"CEL","celebrity information sensitivity"
640,"DIA","diagnosis information sensitivity"
641,"DRGIS","drug information sensitivity"
642,"EMP","employee information sensitivity"
643,"PDS","patient default information sensitivity"
644,"PHY","physician requested information sensitivity"
645,"PRS","patient requested information sensitivity"
646,"COMPT","compartment"
647,"ACOCOMPT","accountable care organization compartment"
648,"CTCOMPT","care team compartment"
649,"FMCOMPT","financial management compartment"
650,"HRCOMPT","human resource compartment"
651,"LRCOMPT","legitimate relationship compartment"
652,"PACOMPT","patient administration compartment"
653,"RESCOMPT","research project compartment"
654,"RMGTCOMPT","records management compartment"
655,"ActTrustPolicyType","trust policy"
656,"TRSTACCRD","trust accreditation"
657,"TRSTAGRE","trust agreement"
658,"TRSTASSUR","trust assurance"
659,"TRSTCERT","trust certificate"
660,"TRSTFWK","trust framework"
661,"TRSTMEC","trust mechanism"
662,"COVPOL","benefit policy"
663,"SecurityPolicy","security policy"
664,"AUTHPOL","authorization policy"
665,"ACCESSCONSCHEME","access control scheme"
666,"DELEPOL","delegation policy"
667,"ObligationPolicy","obligation policy"
668,"ANONY","anonymize"
669,"AOD","accounting of disclosure"
670,"AUDIT","audit"
671,"AUDTR","audit trail"
672,"CPLYCC","comply with confidentiality code"
673,"CPLYCD","comply with consent directive"
674,"CPLYJPP","comply with jurisdictional privacy policy"
675,"CPLYOPP","comply with organizational privacy policy"
676,"CPLYOSP","comply with organizational security policy"
677,"CPLYPOL","comply with policy"
678,"DECLASSIFYLABEL","declassify security label"
679,"DEID","deidentify"
680,"DELAU","delete after use"
681,"DOWNGRDLABEL","downgrade security label"
682,"DRIVLABEL","derive security label"
683,"ENCRYPT","encrypt"
684,"ENCRYPTR","encrypt at rest"
685,"ENCRYPTT","encrypt in transit"
686,"ENCRYPTU","encrypt in use"
687,"HUAPRV","human approval"
688,"LABEL","assign security label"
689,"MASK","mask"
690,"MINEC","minimum necessary"
691,"PERSISTLABEL","persist security label"
692,"PRIVMARK","privacy mark"
693,"PSEUD","pseudonymize"
694,"REDACT","redact"
695,"UPGRDLABEL","upgrade security label"
696,"RefrainPolicy","refrain policy"
