id,code,display
140,"68846-5","Speech-language pathology Hospital Consult note"
141,"64068-0","Surgery Medical student Hospital Consult note"
142,"64076-3","Thoracic surgery Medical student Hospital Consult note"
143,"68852-3","Transplant surgery Hospital Consult note"
144,"34100-8","Intensive care unit Consult note"
145,"51854-8","Long term care facility Consult note"
146,"51845-6","Outpatient Consult note"
147,"34749-2","Anesthesiology Outpatient Consult note"
148,"34101-6","General medicine Outpatient Consult note"
149,"47042-7","Counseling note"
150,"34864-9","Mental health Counseling note"
151,"34869-8","Pharmacy Counseling note"
152,"34865-6","Psychiatry Counseling note"
153,"34866-4","Psychology Counseling note"
154,"34872-2","Social work Counseling note"
155,"55111-9","Current imaging procedure descriptions Document"
156,"74148-8","Cystic fibrosis action plan"
157,"64297-5","Death certificate"
158,"74208-0","Demographic information + History of occupation Document"
159,"51899-3","Details Document"
160,"74150-4","Diabetes type I action plan"
161,"74151-2","Diabetes type II action plan"
162,"47048-4","Diagnostic interventional study report Interventional radiology"
163,"70004-7","Diagnostic study note"
164,"68611-3","Adolescent medicine Diagnostic study note"
165,"68625-3","Allergy and immunology Diagnostic study note"
166,"68635-2","Audiology Diagnostic study note"
167,"68641-0","Child and adolescent psychiatry Diagnostic study note"
168,"68652-7","Clinical genetics Diagnostic study note"
169,"68673-3","Multi-specialty program Diagnostic study note"
170,"68687-3","Neurological surgery Diagnostic study note"
171,"68556-0","Neurology Diagnostic study note"
172,"68696-4","Neurology with special qualifications in child neurology Diagnostic study note"
173,"68557-8","Obstetrics and Gynecology Diagnostic study note"
174,"68577-6","Orthopaedic surgery Diagnostic study note"
175,"68708-7","Pain medicine Diagnostic study note"
176,"68718-6","Pediatric cardiology Diagnostic study note"
177,"68748-3","Pediatric hematology-oncology Diagnostic study note"
178,"68767-3","Pediatric nephrology Diagnostic study note"
179,"68778-0","Pediatric pulmonology Diagnostic study note"
180,"68794-7","Pediatric surgery Diagnostic study note"
181,"68855-6","Pediatric transplant hepatology Diagnostic study note"
182,"68804-4","Pediatric urology Diagnostic study note"
183,"68604-8","Radiology Diagnostic study note"
184,"68640-2","Audiology Hospital Diagnostic study note"
185,"68706-1","Neurology with special qualifications in child neurology Hospital Diagnostic study note"
186,"68788-9","Pediatric pulmonology Hospital Diagnostic study note"
187,"68822-6","Pediatrics Hospital Diagnostic study note"
188,"74213-0","Discharge instructions"
189,"60280-5","Emergency department Discharge instructions"
190,"8653-8","Hospital Discharge instructions"
191,"18842-5","Discharge summary"
192,"68612-1","Adolescent medicine Discharge summary"
193,"68626-1","Allergy and immunology Discharge summary"
194,"68642-8","Child and adolescent psychiatry Discharge summary"
195,"68653-5","Clinical genetics Discharge summary"
196,"68663-4","Developmental-behavioral pediatrics Discharge summary"
197,"68674-1","Multi-specialty program Discharge summary"
198,"68688-1","Neurological surgery Discharge summary"
199,"68697-2","Neurology with special qualifications in child neurology Discharge summary"
200,"34745-0","Nurse Discharge summary"
201,"68558-6","Obstetrics and Gynecology Discharge summary"
202,"68572-7","Ophthalmology Discharge summary"
203,"68578-4","Orthopaedic surgery Discharge summary"
204,"68709-5","Pain medicine Discharge summary"
205,"68719-4","Pediatric cardiology Discharge summary"
206,"68733-5","Pediatric endocrinology Discharge summary"
207,"68738-4","Pediatric gastroenterology Discharge summary"
208,"68749-1","Pediatric hematology-oncology Discharge summary"
209,"68768-1","Pediatric nephrology Discharge summary"
210,"68773-1","Pediatric otolaryngology Discharge summary"
211,"68779-8","Pediatric pulmonology Discharge summary"
212,"68795-4","Pediatric surgery Discharge summary"
213,"68856-4","Pediatric transplant hepatology Discharge summary"
214,"68805-1","Pediatric urology Discharge summary"
215,"68815-0","Pediatrics Discharge summary"
216,"68591-7","Plastic surgery Discharge summary"
217,"68831-7","Primary care Discharge summary"
218,"59259-2","Psychiatry Discharge summary"
219,"68841-6","Speech-language pathology Discharge summary"
220,"59258-4","Emergency department Discharge summary"
221,"34105-7","Hospital Discharge summary"
222,"68823-4","Pediatrics Hospital Discharge summary"
223,"34106-5","Physician Hospital Discharge summary"
224,"55112-7","Document summary"
225,"34895-3","Education note"
226,"34897-9","Diabetology Education note"
227,"67854-0","Geriatric medicine Education note"
228,"68477-9","Nurse Hospital Education note"
229,"68605-5","Recreational therapy Hospital Education note"
230,"67855-7","Outpatient Education note"
231,"34902-7","Geriatric medicine Outpatient Education note"
232,"34107-3","Patient's home Education note"
233,"34856-5","Evaluation and management of anticoagulation note"
234,"34859-9","Evaluation and management of hyperlipidemia"
235,"34860-7","Evaluation and management of hypertension"
236,"70005-4","Evaluation and management of smoking cessation"
237,"64142-3","Hospital Evaluation and management of smoking cessation"
238,"34857-3","Evaluation and management of substance abuse note"
239,"72267-8","Evaluation of mental and physical incapacity certificate Document"
240,"47420-5","Functional status assessment note"
241,"47043-5","Group counseling note"
242,"34787-2","Mental health Group counseling note"
243,"34790-6","Psychiatry Group counseling note"
244,"34793-0","Psychology Group counseling note"
245,"34843-3","Social work Group counseling note"
246,"34114-9","Hospital Group counseling note"
247,"64290-0","Health insurance card"
248,"64291-8","Health insurance-related form"
249,"57024-2","Health Quality Measure document"
250,"64289-2","Health record cover sheet"
251,"51897-7","Healthcare Associated Infection report Document"
252,"56444-3","Healthcare communication Document"
253,"74146-2","Heart disease action plan"
254,"34117-2","History and physical note"
255,"68614-7","Adolescent medicine History and physical note"
256,"68622-0","Advanced heart failure and transplant cardiology History and physical note"
257,"68628-7","Allergy and immunology History and physical note"
258,"68637-8","Audiology History and physical note"
259,"68644-4","Child and adolescent psychiatry History and physical note"
260,"68655-0","Clinical genetics History and physical note"
261,"68665-9","Developmental-behavioral pediatrics History and physical note"
262,"68676-6","Multi-specialty program History and physical note"
263,"68683-2","Neonatal perinatal medicine History and physical note"
264,"68690-7","Neurological surgery History and physical note"
265,"68699-8","Neurology with special qualifications in child neurology History and physical note"
266,"68560-2","Obstetrics and Gynecology History and physical note"
267,"68573-5","Ophthalmology History and physical note"
268,"68580-0","Orthopaedic surgery History and physical note"
269,"68711-1","Pain medicine History and physical note"
270,"68721-0","Pediatric cardiology History and physical note"
271,"68731-9","Pediatric dermatology History and physical note"
272,"68735-0","Pediatric endocrinology History and physical note"
273,"68740-0","Pediatric gastroenterology History and physical note"
274,"68751-7","Pediatric hematology-oncology History and physical note"
275,"68760-8","Pediatric infectious diseases History and physical note"
276,"68770-7","Pediatric nephrology History and physical note"
277,"68775-6","Pediatric otolaryngology History and physical note"
278,"68781-4","Pediatric pulmonology History and physical note"
279,"68791-3","Pediatric rheumatology History and physical note"
280,"68797-0","Pediatric surgery History and physical note"
281,"68858-0","Pediatric transplant hepatology History and physical note"
282,"68807-7","Pediatric urology History and physical note"
283,"68817-6","Pediatrics History and physical note"
284,"28626-0","Physician History and physical note"
285,"68592-5","Plastic surgery History and physical note"
286,"68833-3","Primary care History and physical note"
287,"68599-0","Psychiatry History and physical note"
288,"68843-2","Speech-language pathology History and physical note"
289,"34774-0","Surgery History and physical note"
290,"68849-9","Transplant surgery History and physical note"
291,"11492-6","Provider-unspecifed"
292,"34115-6","Medical student Hospital History and physical note"
293,"68825-9","Pediatrics Hospital History and physical note"
294,"67856-5","Nursing facility History and physical note"
295,"34116-4","Physician Nursing facility History and physical note"
296,"74264-3","HIV summary registry report Document"
297,"74149-6","Inflammatory bowel disease action plan"
298,"28636-9","Provider-unspecified Initial assessment"
299,"28581-7","Chiropractic medicine Initial assessment note"
300,"68553-7","Hematology+Medical Oncology Initial assessment note"
301,"18740-1","Speech-language pathology Initial assessment note"
302,"47044-3","Hospital Initial assessment note"
303,"64065-6","Case manager Hospital Initial assessment note"
304,"68470-4","Respiratory therapy Hospital Initial assessment note"
305,"34119-8","Nursing facility Initial assessment note"
306,"34120-6","Outpatient Initial assessment note"
307,"34118-0","Patient's home Initial assessment note"
308,"74209-8","Injury event summary Document"
309,"74188-4","InterRAI Acute Care (AC) Hospital Document"
310,"74194-2","InterRAI Community Health Assessment (CHA) Document"
311,"74191-8","InterRAI Community Health Assessment - Assisted Living Supplement (CHA-AL) Document"
312,"74190-0","InterRAI Community Health Assessment - Deafblind Supplement (CHA-Db) Document"
313,"74193-4","InterRAI Community Health Assessment - Functional Supplement (CHA-FS) Document"
314,"74192-6","InterRAI Community Health Assessment - Mental Health Supplement (CHA-MH) Document"
315,"74197-5","InterRAI Contact Assessment (CA) Document"
316,"74187-6","InterRAI Emergency Screener for Psychiatry (ESP) Document"
317,"74196-7","InterRAI Home Care (HC) Document"
318,"74195-9","InterRAI Long Term Care Facility (LTCF) Document"
319,"74189-2","InterRAI Palliative Care (PC) Document"
320,"34121-4","Interventional procedure note"
321,"34896-1","Cardiology Interventional procedure note"
322,"34899-5","Gastroenterology Interventional procedure note"
323,"55113-5","Key images Document Radiology"
324,"57056-4","Labor and delivery admission history and physical note"
325,"57057-2","Labor and delivery summary note"
326,"64299-1","Legal document"
327,"51852-2","Letter"
328,"68684-0","Neonatal perinatal medicine Letter"
329,"68866-3","Pediatric nephrology Letter"
330,"68593-3","Plastic surgery Letter"
331,"68609-7","Hospital Letter"
332,"68620-4","Adolescent medicine Hospital Letter"
333,"68624-6","Advanced heart failure and transplant cardiology Hospital Letter"
334,"68634-5","Allergy and immunology Hospital Letter"
335,"68649-3","Child and adolescent psychiatry Hospital Letter"
336,"68662-6","Clinical genetics Hospital Letter"
337,"68671-7","Developmental-behavioral pediatrics Hospital Letter"
338,"68555-2","Hematology+Medical Oncology Hospital Letter"
339,"68682-4","Multi-specialty program Hospital Letter"
340,"68686-5","Neonatal perinatal medicine Hospital Letter"
341,"68695-6","Neurological surgery Hospital Letter"
342,"68707-9","Neurology with special qualifications in child neurology Hospital Letter"
343,"68567-7","Obstetrics and Gynecology Hospital Letter"
344,"68571-9","Occupational therapy Hospital Letter"
345,"68576-8","Ophthalmology Hospital Letter"
346,"68585-9","Orthopaedic surgery Hospital Letter"
347,"68717-8","Pain medicine Hospital Letter"
348,"68728-5","Pediatric cardiology Hospital Letter"
349,"68893-7","Pediatric dermatology Hospital Letter"
350,"68898-6","Pediatric endocrinology Hospital Letter"
351,"68747-5","Pediatric gastroenterology Hospital Letter"
352,"68758-2","Pediatric hematology-oncology Hospital Letter"
353,"68766-5","Pediatric infectious diseases Hospital Letter"
354,"68870-5","Pediatric nephrology Hospital Letter"
355,"68875-4","Pediatric otolaryngology Hospital Letter"
356,"68789-7","Pediatric pulmonology Hospital Letter"
357,"68880-4","Pediatric rheumatology Hospital Letter"
358,"68803-6","Pediatric surgery Hospital Letter"
359,"68865-5","Pediatric transplant hepatology Hospital Letter"
360,"68813-5","Pediatric urology Hospital Letter"
361,"68826-7","Pediatrics Hospital Letter"
362,"68598-2","Plastic surgery Hospital Letter"
363,"68838-2","Primary care Hospital Letter"
364,"68847-3","Speech-language pathology Hospital Letter"
365,"68853-1","Transplant surgery Hospital Letter"
366,"57058-0","Maternal discharge summary note"
367,"64285-0","Medical history screening form"
368,"60590-7","Medication dispensed.brief Document"
369,"60593-1","Medication dispensed.extended Document"
370,"70006-2","Medication management note"
371,"68587-5","Pharmacy Hospital Medication management note"
372,"61357-0","Medication pharmaceutical advice.brief Document"
373,"61356-2","Medication pharmaceutical advice.extended Document"
374,"56445-0","Medication summary Document"
375,"74145-4","Multiple sclerosis action plan"
376,"74147-0","Muscular dystrophy action plan"
377,"59268-3","Neonatal care report"
378,"34109-9","Note"
379,"68615-4","Adolescent medicine Note"
380,"68621-2","Advanced heart failure and transplant cardiology Note"
381,"68629-5","Allergy and immunology Note"
382,"34750-0","Anesthesiology Note"
383,"68636-0","Audiology Note"
384,"34752-6","Cardiology Note"
385,"68645-1","Child and adolescent psychiatry Note"
386,"68650-1","Clinical biochemical genetics Note"
387,"68656-8","Clinical genetics Note"
388,"34754-2","Critical Care Medicine Note"
389,"28618-7","Dentistry Note"
390,"34759-1","Dermatology Note"
391,"68666-7","Developmental-behavioral pediatrics Note"
392,"34861-5","Diabetology Note"
393,"34878-9","Emergency medicine Note"
394,"34898-7","Endocrinology Note"
395,"34762-5","Gastroenterology Note"
396,"34765-8","General medicine Note"
397,"34767-4","General medicine Medical student Note"
398,"34768-2","General medicine Nurse Note"
399,"34769-0","General medicine Physician attending Note"
400,"34780-7","Hematology+Medical Oncology Note"
401,"34782-3","Infectious disease Note"
402,"34794-8","Interdisciplinary Note"
403,"34784-9","Kinesiotherapy Note"
404,"34786-4","Mental health Note"
405,"68677-4","Multi-specialty program Note"
406,"34796-3","Nephrology Note"
407,"34799-7","Neurological surgery Note"
408,"34905-0","Neurology Note"
409,"68700-4","Neurology with special qualifications in child neurology Note"
410,"34746-8","Nurse Note"
411,"34801-1","Nutrition and dietetics Note"
412,"34778-1","Obstetrics and Gynecology Note"
413,"34802-9","Occupational medicine Note"
414,"28578-3","Occupational therapy Note"
415,"34806-0","Oncology Note"
416,"34808-6","Ophthalmology Note"
417,"34811-0","Optometry Note"
418,"34813-6","Oral and Maxillofacial Surgery Note"
419,"34815-1","Orthopaedic surgery Note"
420,"34817-7","Otolaryngology Note"
421,"34858-1","Pain medicine Note"
422,"34906-8","Pastoral care Note"
423,"51855-5","Patient Note"
424,"68722-8","Pediatric cardiology Note"
425,"68889-5","Pediatric dermatology Note"
426,"68894-5","Pediatric endocrinology Note"
427,"68741-8","Pediatric gastroenterology Note"
428,"68752-5","Pediatric hematology-oncology Note"
429,"68761-6","Pediatric infectious diseases Note"
430,"68867-1","Pediatric nephrology Note"
431,"68871-3","Pediatric otolaryngology Note"
432,"68782-2","Pediatric pulmonology Note"
433,"68854-9","Pediatric rehabilitation medicine Note"
434,"68876-2","Pediatric rheumatology Note"
435,"68881-2","Pediatric surgery Note"
436,"68859-8","Pediatric transplant hepatology Note"
437,"68882-0","Pediatric urology Note"
438,"68818-4","Pediatrics Note"
439,"34821-9","Pharmacy Note"
440,"34823-5","Physical medicine and rehabilitation Note"
441,"28579-1","Physical therapy Note"
442,"34827-6","Plastic surgery Note"
443,"34829-2","Podiatry Note"
444,"68834-1","Primary care Note"
445,"28628-6","Psychiatry Note"
446,"34792-2","Psychology Note"
447,"34830-0","Pulmonary Note"
448,"34832-6","Radiation oncology Note"
449,"34834-2","Recreational therapy Note"
450,"68839-0","Research Note"
451,"34838-3","Respiratory therapy Note"
452,"34840-9","Rheumatology Note"
453,"28653-4","Social work Note"
454,"28571-8","Speech-language pathology Note"
455,"34846-6","Speech-language pathology+Audiology Note"
456,"34848-2","Surgery Note"
457,"34773-2","Surgery Physician attending Note"
458,"68848-1","Transplant surgery Note"
459,"34852-4","Urology Note"
460,"34111-5","Emergency department Note"
461,"57053-1","Nurse Emergency department Note"
462,"34112-3","Hospital Note"
463,"64069-8","Critical care medicine Physician attending Hospital Note"
464,"68827-5","Pediatrics Hospital Note"
465,"64077-1","Pulmonary Physician attending Hospital Note"
466,"64073-0","Thoracic surgery Physician attending Hospital Note"
467,"34113-1","Nursing facility Note"
468,"34108-1","Outpatient Note"
469,"34753-4","Cardiology Outpatient Note"
470,"34110-7","Diabetology Outpatient Note"
471,"34766-6","General medicine Outpatient Note"
472,"68601-4","Psychiatry Outpatient Note"
473,"34850-8","Thoracic surgery Outpatient Note"
474,"34854-0","Vascular surgery Outpatient Note"
475,"68672-5","Geriatric medicine Skilled nursing facility Note"
476,"34748-4","Telephone encounter Note"
477,"34139-6","Nurse Telephone encounter Note"
478,"34844-1","Social work Telephone encounter Note"
479,"74166-0","Occupational summary note"
480,"74156-1","Oncology treatment plan and summary Document"
481,"64300-7","Organ donation consent"
482,"60591-5","Patient summary Document"
483,"60592-3","Patient summary.unexpected contact Document"
484,"57834-4","Patient transportation request Document"
485,"48768-6","Payment sources Document"
486,"53576-5","Personal health monitoring report Document"
487,"64296-7","Personal health monitoring report Automated"
488,"72170-4","Photographic image Unspecified body region Document"
489,"56447-6","Plan of care note"
490,"64295-9","Nurse Plan of care note"
491,"51900-9","Population Summary note"
492,"67860-7","Postoperative evaluation and management note"
493,"67861-5","Ophthalmology Postoperative evaluation and management note"
494,"34875-5","Surgery Postoperative evaluation and management note"
495,"34880-5","Surgery Nurse Postoperative evaluation and management note"
496,"68610-5","Hospital Postoperative evaluation and management note"
497,"68606-3","Surgery Hospital Postoperative evaluation and management note"
498,"34867-2","Ophthalmology Outpatient Postoperative evaluation and management note"
499,"64298-3","Power of attorney"
500,"74207-2","Prehospital summary Document"
501,"67862-3","Preoperative evaluation and management note"
502,"68616-2","Adolescent medicine Preoperative evaluation and management note"
503,"68623-8","Advanced heart failure and transplant cardiology Preoperative evaluation and management note"
504,"34751-8","Anesthesiology Preoperative evaluation and management note"
505,"68638-6","Audiology Preoperative evaluation and management note"
506,"68657-6","Clinical genetics Preoperative evaluation and management note"
507,"68550-3","Dermatology Preoperative evaluation and management note"
508,"68678-2","Multi-specialty program Preoperative evaluation and management note"
509,"68691-5","Neurological surgery Preoperative evaluation and management note"
510,"68701-2","Neurology with special qualifications in child neurology Preoperative evaluation and management note"
511,"34747-6","Nurse Preoperative evaluation and management note"
512,"68562-8","Obstetrics and Gynecology Preoperative evaluation and management note"
513,"34809-4","Ophthalmology Preoperative evaluation and management note"
514,"68581-8","Orthopaedic surgery Preoperative evaluation and management note"
515,"68713-7","Pain medicine Preoperative evaluation and management note"
516,"68723-6","Pediatric cardiology Preoperative evaluation and management note"
517,"68732-7","Pediatric dermatology Preoperative evaluation and management note"
518,"68736-8","Pediatric endocrinology Preoperative evaluation and management note"
519,"68742-6","Pediatric gastroenterology Preoperative evaluation and management note"
520,"68753-3","Pediatric hematology-oncology Preoperative evaluation and management note"
521,"68762-4","Pediatric infectious diseases Preoperative evaluation and management note"
522,"68771-5","Pediatric nephrology Preoperative evaluation and management note"
523,"68776-4","Pediatric otolaryngology Preoperative evaluation and management note"
524,"68783-0","Pediatric pulmonology Preoperative evaluation and management note"
525,"68792-1","Pediatric rheumatology Preoperative evaluation and management note"
526,"68798-8","Pediatric surgery Preoperative evaluation and management note"
527,"68860-6","Pediatric transplant hepatology Preoperative evaluation and management note"
528,"68808-5","Pediatric urology Preoperative evaluation and management note"
529,"68819-2","Pediatrics Preoperative evaluation and management note"
530,"68594-1","Plastic surgery Preoperative evaluation and management note"
531,"68835-8","Primary care Preoperative evaluation and management note"
532,"68844-0","Speech-language pathology Preoperative evaluation and management note"
533,"34876-3","Surgery Preoperative evaluation and management note"
534,"34881-3","Surgery Nurse Preoperative evaluation and management note"
535,"68850-7","Transplant surgery Preoperative evaluation and management note"
536,"34123-0","Anesthesiology Hospital Preoperative evaluation and management note"
537,"68828-3","Pediatrics Hospital Preoperative evaluation and management note"
538,"57832-8","Prescription for diagnostic or specialist care Document"
539,"64288-4","Prescription for eyewear"
540,"57829-4","Prescription for medical equipment or product Document"
541,"57833-6","Prescription for medication Document"
542,"57831-0","Prescription for rehabilitation Document"
543,"57828-6","Prescription list Document"
544,"73709-8","Prescription request Pharmacy Document from Pharmacist"
545,"55114-3","Prior imaging procedure descriptions Document"
546,"57017-6","Privacy policy Organization Document"
547,"57016-8","Privacy policy acknowledgment Document"
548,"64293-4","Procedure consent"
549,"68630-3","Allergy and immunology procedure note"
550,"68658-4","Clinical genetics procedure note"
551,"68667-5","Developmental-behavioral pediatrics procedure note"
552,"68692-3","Neurological surgery procedure note"
553,"68702-0","Neurology with special qualifications in child neurology procedure note"
554,"68563-6","Obstetrics and Gynecology procedure note"
555,"68714-5","Pain medicine procedure note"
556,"68724-4","Pediatric cardiology procedure note"
557,"68890-3","Pediatric dermatology procedure note"
558,"68895-2","Pediatric endocrinology procedure note"
559,"68743-4","Pediatric gastroenterology procedure note"
560,"68754-1","Pediatric hematology-oncology procedure note"
561,"68868-9","Pediatric nephrology procedure note"
562,"68872-1","Pediatric otolaryngology procedure note"
563,"68784-8","Pediatric pulmonology procedure note"
564,"68877-0","Pediatric rheumatology procedure note"
565,"68799-6","Pediatric surgery procedure note"
566,"68861-4","Pediatric transplant hepatology procedure note"
567,"68809-3","Pediatric urology procedure note"
568,"68820-0","Pediatrics procedure note"
569,"68836-6","Primary care procedure note"
570,"68851-5","Transplant surgery procedure note"
571,"68729-3","Pediatric critical care medicine Hospital procedure note"
572,"68829-1","Pediatrics Hospital procedure note"
573,"68607-1","Progress letter"
574,"11506-3","Provider-unspecified Progress note"
575,"68617-0","Adolescent medicine Progress note"
576,"68631-1","Allergy and immunology Progress note"
577,"68646-9","Child and adolescent psychiatry Progress note"
578,"28580-9","Chiropractic medicine Progress note"
579,"68659-2","Clinical genetics Progress note"
580,"28617-9","Dentistry Progress note"
581,"68668-3","Developmental-behavioral pediatrics Progress note"
582,"34900-1","General medicine Progress note"
583,"68554-5","Hematology+Medical Oncology Progress note"
584,"72556-4","Interventional radiology Progress note"
585,"34904-3","Mental health Progress note"
586,"68679-0","Multi-specialty program Progress note"
587,"68693-1","Neurological surgery Progress note"
588,"68703-8","Neurology with special qualifications in child neurology Progress note"
589,"28623-7","Nurse Progress note"
590,"28575-9","Nurse practitioner Progress note"
591,"68564-4","Obstetrics and Gynecology Progress note"
592,"11507-1","Occupational therapy Progress note"
593,"68574-3","Ophthalmology Progress note"
594,"68582-6","Orthopaedic surgery Progress note"
595,"68725-1","Pediatric cardiology Progress note"
596,"68891-1","Pediatric dermatology Progress note"
597,"68896-0","Pediatric endocrinology Progress note"
598,"68744-2","Pediatric gastroenterology Progress note"
599,"68755-8","Pediatric hematology-oncology Progress note"
