id,code,display
86,"4043008","Etidocaine hydrochloride"
87,"4076007","PTH - Parathyroid hormone"
88,"4188007","Fibrinogen Sydney II"
89,"4203009","Imipramine pamoate"
90,"4334005","Tar oil"
91,"4353000","Di-n-butylphthalate"
92,"4355007","Coagulation factor IX San Dimas variant"
93,"4413004","Benzypyrinium"
94,"4423008","Fibrinogen New York II"
95,"4480008","Sulfaethidole"
96,"4518006","Buthenal"
97,"4616002","Triclobisonium chloride"
98,"4681002","Potassium permanganate"
99,"4700006","Bovine insulin"
100,"4780009","Secbutabarbital sodium"
101,"4814001","Valethamate"
102,"4844003","3,3' Diiodothyronine"
103,"5007006","Papain"
104,"5142007","Coagulation factor II Houston variant"
105,"5167005","Zinc chloride fumes"
106,"5172001","Coagulation factor Xa"
107,"5220000","Bacitracin"
108,"5312000","^65^Zinc"
109,"5405008","^60^Cobalt"
110,"5477001","Ferric subsulfate"
111,"5641004","Valproate semisodium"
112,"5647000","Griseofulvin ultramicrosize"
113,"5657004","Coal tar topical solution"
114,"5681006","Ceftizoxime sodium"
115,"5691000","Absorbable gelatin sponge"
116,"5699003","Somatomedin C"
117,"5739006","Stramonium"
118,"5767002","Sulfamerazine"
119,"5774007","White petrolatum"
120,"5907009","Quinidine polygalacturonate"
121,"5955009","Diethylene glycol"
122,"6054001","Doxylamine succinate"
123,"6088007","Benzfetamine hydrochloride"
124,"6162007","Meclocycline"
125,"6237004","Bemegride"
126,"6260007","Protokylol"
127,"6333002","Squill extract"
128,"6394006","Phentermine hydrochloride"
129,"6495008","Fibrinogen Montreal II"
130,"6513000","Flumethiazide"
131,"6524003","Distilled spirits"
132,"6602005","Aminoacridine"
133,"6612003","Chloramphenicol sodium succinate"
134,"6710000","Nitric oxide"
135,"6717002","Nifuroxime"
136,"6790004","Aminopterin"
137,"6809003","Phomopsin"
138,"6826009","Sterol hormone"
139,"6837005","Dextropropoxyphene napsylate"
140,"6865007","Theophylline calcium salicylate"
141,"6873003","Cefapirin sodium"
142,"6881002","Magnesium fumes"
143,"6910009","Sodium fluoride"
144,"6927001","^121^Tin"
145,"6952004","^121m^Tin"
146,"6992002","Triflupromazine hydrochloride"
147,"7034005","Diclofenac"
148,"7084003","Fibrinogen Buenos Aires II"
149,"7156005","Phosphorus isotope"
150,"7179006","Prekallikrein"
151,"7302008","Ambuphylline"
152,"7318002","Bacteriochlorophyll"
153,"7328006","Red petrolatum"
154,"7348004","Factor II"
155,"7451005","Tobramycin ophthalmic agent"
156,"7509000","Mannitol hexanitrate"
157,"7515000","Hepatotoxic mycotoxin"
158,"7549008","Fibrinogen Bethesda I"
159,"7608003","Triethylene glycol"
160,"7737009","Chlortetracycline hydrochloride"
161,"7770004","^89^Strontium"
162,"7774008","Neo-b-vitamin A>1<"
163,"7816005","Antazoline hydrochloride"
164,"7834009","Acetyl digitoxin"
165,"7904003","Deanol"
166,"7975001","Amiphenazole"
167,"8030004","PEG - Polyethylene glycol"
168,"8143001","Diosmin"
169,"8202008","^43^Potassium"
170,"8203003","Human menopausal gonadotropin"
171,"8222007","Coagulation factor II Padua variant"
172,"8252004","Chlorothiazide sodium"
173,"8397006","Nicotine resin complex"
174,"8450009","Lemon grass oil"
175,"8534003","^110^Tin"
176,"8631001","Potassium chloride"
177,"8689007","Kanamycin sulfate"
178,"8701002","Sulfachlorpyridazine"
179,"8767001","Santonin"
180,"8886003","Flecainide acetate"
181,"8919000","Biotin"
182,"8987006","Cycle-phase specific agent"
183,"9174005","Fibrinogen Poitiers"
184,"9234005","Chlorobutanol"
185,"9271007","Fibrinogen Pontoise"
186,"9396007","^60^Iron"
187,"9457002","Fibrinogen Almeria"
188,"9471005","Polypropylene glycol"
189,"9530002","Amine hormone"
190,"9532005","Coagulation factor XIIIa"
191,"9539001","Chlorprothixene lactate"
192,"9643009","Chlorphentermine"
193,"9663002","Pecazine"
194,"9676008","Fibrinogen New York III"
195,"9680003","Central depressant"
196,"9721008","Phencyclidine"
197,"9765000","Lithium salt"
198,"9797000","Phosphorus trichloride"
199,"9817005","Mycoplasma pulmonis antibody test kit"
200,"9910008","Oxymetazoline hydrochloride"
201,"9974009","Angiotensin"
202,"9992001","Molybdenum radioisotope"
203,"10016008","Bithionol"
204,"10020007","Biperiden hydrochloride"
205,"10109009","Fibrinogen London III"
206,"10133003","Cyclizine lactate"
207,"10174003","Procarbazine hydrochloride"
208,"10192006","Prostaglandin F>2<"
209,"10202007","Prostaglandin E3"
210,"10240005","Lethanes"
211,"10270000","Erythromycin estolate"
212,"10282009","Betahistidine"
213,"10324005","Demeclocycline hydrochloride"
214,"10329000","Zinc insulin"
215,"10333007","Clobenoside"
216,"10342000","Heparin cofactor II"
217,"10354000","Somantin"
218,"10377000","Sodium nitrite"
219,"10424009","Maprotiline hydrochloride"
220,"10466005","Phosphide compound"
221,"10471003","Fibrinogen Vienna"
222,"10500003","Xanthinol"
223,"10534002","TRH - Thyrotrophin releasing hormone"
224,"10595003","Pseudoephedrine sulfate"
225,"10644005","Black phosphorus"
226,"10660009","Luteoskyrin"
227,"10682002","Fibrinogen Grand Rapids"
228,"10730008","Azlocillin sodium"
229,"10750007","Neurotoxic mycotoxin"
230,"10751006","Netilmicin sulfate"
231,"10767000","Calcium phosphate dibasic"
232,"10782005","PG - Pentagastrin"
233,"10790005","^53^Manganese"
234,"10843002","Anterior pituitary hormone"
235,"10955007","Anti-factor X"
236,"11036001","Alum"
237,"11038000","Dipentene (limonene)"
238,"11115001","Thromboxane A2"
239,"11121002","^135^Iodine"
240,"11137008","Chymotrypsin"
241,"11170003","Vanillin"
242,"11202003","Manganese salt"
243,"11331001","^56^Cobalt"
244,"11345007","Tribromsalan"
245,"11420005","Rhubarb agent"
246,"11473005","Trichlormethiazide"
247,"11496005","Mercuric chloride"
248,"11504003","Edrophonium chloride"
249,"11633008","Flurbiprofen sodium"
250,"11644000","Piperacillin sodium"
251,"11652002","VIP - Vasoactive intestinal polypeptide"
252,"11714005","Strong silver protein"
253,"11943009","Hydroxydione"
254,"11984007","1, Hydroxy cholecalciferol"
255,"11986009","Penicillin G potassium"
256,"12009000","Coagulation factor IX Chapel Hill variant"
257,"12034000","Coagulation factor II Salatka variant"
258,"12177002","Pseudoephedrine hydrochloride"
259,"12208001","Syrosingopine"
260,"12218006","Diltiazem hydrochloride"
261,"12290003","Emetine hydrochloride"
262,"12315006","Halazone"
263,"12391001","Dextran 70"
264,"12525000","Tybamate"
265,"12568004","Belladonnine"
266,"12578001","Erythromycin ethylsuccinate"
267,"12597001","Sn - Tin"
268,"12689001","Magnesium radioisotope"
269,"12716009","Aluminum carbonate"
270,"12801003","Iodamide meglumine"
271,"12821002","Clemizole"
272,"12870003","Coagulation factor IX Durham variant"
273,"12930006","Calcium phosphate dibasic dihydrate"
274,"12970004","Inositol hexanitrate"
275,"13030002","Piperocaine"
276,"13150000","Animal fat"
277,"13188003","Tobramycin sulfate"
278,"13235001","Vitamin B2"
279,"13342004","Diethyl 2-chlorovinyl phosphate"
280,"13502005","Hydroxychloroquine sulfate"
281,"13585009","Cefotetan"
282,"13668001","Propylene glycol"
283,"13708006","Rectified pine tar oil"
284,"13787003","Protein secretory trypsin inhibitor"
285,"13789000","Coal tar creosote"
286,"14013006","Guanadrel sulfate"
287,"14071002","^90^Strontium"
288,"14146003","Potassium isotope"
289,"14172007","Intrinsic factor concentrate agent"
290,"14193005","Sulfobromophthalein"
291,"14285000","Coagulation factor XI variant type III"
292,"14312008","Vitamin L>2<"
293,"14321009","Difolatan"
294,"14340003","Verapamil hydrochloride"
295,"14349002","Fibrinogen Seattle II"
296,"14399003","Iodine radioisotope"
297,"14409006","Neocinchophen"
298,"14438009","Carbenicillin disodium"
299,"14443002","Aminoglycoside -class of antibiotic-"
300,"14461006","Aluminum phosphate"
301,"14507006","Arsthinol"
302,"14638000","Thiobarbiturate"
303,"14645000","Zinc phenolsulfonate"
304,"14715007","Dextran 75"
305,"14743003","Cinchonine"
306,"14767006","A-1AT - Alpha-1-antitrypsin"
307,"14796007","Amphechloral"
308,"14819006","Aspidium"
309,"14903000","Antimony sodium thioglycolate"
310,"14905007","Promethazine hydrochloride"
311,"15009009","Meprylcaine"
312,"15017001","Beeswax"
313,"15098005","Alseroxylon"
314,"15129007","Zinc propionate"
315,"15322006","Benzoquinonium"
316,"15331006","Glycine - amino acid"
317,"15352003","Cyproheptadine hydrochloride"
318,"15505005","Preprodynorphin"
319,"15571002","Mezlocillin sodium"
320,"15660006","Bleomycin sulfate"
321,"15698006","Lysergic acid diethylamide"
322,"15730005","Porphyrin"
323,"15785009","Phenazopyridine"
324,"15810003","Tuaminoheptane"
325,"15895007","Fibrinogen London I"
326,"15901005","Fibrinogen Paris III"
327,"16106007","Sulfametoxydiazine"
328,"16125005","Styramate"
329,"16130009","Deoxyribonuclease IV (Phage T>4<-induced)"
330,"16214005","Deslanoside"
331,"16257000","Dopamine hydrochloride"
332,"16276003","Coagulation factor IX Eagle Rock variant"
333,"16318005","Dibenzothiepin"
334,"16355005","Tetracycline hydrochloride"
335,"16359004","Phthalylsulfathiazole"
336,"16392005","Hexylcaine"
337,"16395007","Pituitary gonadotropin"
338,"16462002","Alpha neoendorphin"
339,"16477005","Diagnostic vaccine"
340,"16492006","Cloxacillin sodium"
341,"16613008","Prostaglandin D2"
342,"16624005","Bromide salt"
343,"16628008","GRF - Growth hormone releasing factor"
344,"16670003","Fibrinopeptide B-beta 1-42"
345,"16683002","Progesterone"
346,"16717002","4-Pregnen-21-ol-3,11,20-trione"
347,"16744007","Lactobacillus acidophilus agent"
348,"16745008","Xenon isotope"
349,"16748005","Zolamine"
350,"16808006","Trichloroethylene"
351,"16826009","Pentamidine isethionate"
352,"16915004","Streptozocin"
353,"16923002","Lupus anticoagulant"
354,"16946000","Triacetin"
355,"17008002","Levallorphan"
356,"17062003","Nafoxidine hydrochloride"
357,"17072000","Cathepsin D"
358,"17117004","Androsterone"
359,"17147002","CA - Cholic acid"
360,"17212003","Bismuth subcarbonate"
361,"17240008","Oil in water agent"
362,"17243005","Uramustine"
363,"17244004","Apraclonidine hydrochloride"
364,"17356001","Pralidoxime chloride"
365,"17614005","Fibrinogen Buenos Aires I"
366,"17731005","Coagulation factor IX London variant"
367,"17777001","Blastomycin"
368,"17798001","Coagulation factor II Cardeza variant"
369,"17836006","Aromatic ammonia spirit"
370,"17916009","Propylene glycol dinitrate"
371,"17932007","Fibrinogen Vicenza"
372,"17942009","Fibrinogen Houston"
373,"17990002","Melarsoprol"
374,"17991003","Fibrinogen Adelaide"
375,"18017000","Phenylglycidyl ether"
376,"18039003","Alkyl mercuric phosphate"
377,"18143001","Fibrinogen Quebec II"
378,"18220004","Thyroid hormone"
379,"18288009","vWF- von Willebrand factor"
380,"18321003","Thiethylperazine maleate"
381,"18394004","Collagenase agent"
382,"18414002","VITD - Cholecalciferol"
383,"18449009","Lincomycin hydrochloride"
384,"18462008","Methdilazine"
385,"18535002","Hypothalamic releasing factor"
386,"18550006","Thioridazine hydrochloride"
387,"18600008","Glucurolactone"
388,"18616005","Lithium hydride"
389,"18712002","Phenacemide"
390,"18815007","Diethylphthalate"
391,"18832006","Butylphenamide"
392,"18852007","Fibrinogen New York IV"
393,"18959002","Dibenzazepine derivative"
394,"18970009","Prolactin releasing factor"
395,"19012003","Fibrinogen Tokyo I"
396,"19041007","Tolazoline hydrochloride"
397,"19046002","Fibrinogen Pamplona"
398,"19114000","Mafenide acetate"
399,"19126005","Merbromin"
400,"19163001","Prohormone"
401,"19205004","Secretin"
402,"19421007","Chloroprocaine hydrochloride"
403,"19427006","^59^Nickel"
404,"19462001","Carbon dioxide absorbent"
405,"19499001","Carbinoxamine maleate"
406,"19510001","Diphenhydramine hydrochloride"
407,"19524002","Penthienate"
408,"19595005","Phenolphthalein"
409,"19622008","^48^Chromium"
410,"19839007","Sorbitol"
411,"19893005","Potassium dichromate"
412,"19918001","Dihydroergocornine"
413,"19967004","Viomycin"
414,"19978007","Hexafluorenium"
415,"20056006","Dibromosalicylaldehyde"
416,"20170008","Lung surfactant"
417,"20217007","Trimethaphan camsylate"
418,"20229003","Pyrrobutamine"
419,"20231007","Aminosalicylate sodium"
420,"20238001","Chlorinated lime"
421,"20327004","Sodium caprylate"
422,"20340009","Methysergide maleate"
423,"20368008","Diphacinone"
424,"20378006","Methyldimethoxyamphetamine"
425,"20379003","Neomycin C"
426,"20413008","Levopropoxyphene"
427,"20450009","Ciprofloxacin hydrochloride"
428,"20468007","Isopropamide"
429,"20495002","Fibrinogen Haifa"
430,"20686000","Fibrinogen Christchurg II"
431,"20752000","Prothrombin antibody"
432,"20771003","Congenital dysfibrinogen"
433,"20844009","Oxyprocaine"
434,"20847002","Streptokinase agent"
435,"20887007","Tretamine"
436,"21028006","Fibrinogen Bergamo I"
437,"21066009","Buprenorphine hydrochloride"
438,"21075006","^61^Cobalt"
439,"21094001","Coal tar ointment"
440,"21168008","Acetosulfone"
441,"21175009","Methanthelinium bromide"
442,"21235009","Piperoxan"
443,"21246007","Fibrinogen Detroit"
444,"21289006","Platelet factor 4"
445,"21303006","Methoxamine hydrochloride"
446,"21373005","Soap enema"
447,"21394008","Adiphenine"
448,"21518006","Naloxone hydrochloride"
449,"21556007","4-Methylaminophenol sulfate"
450,"21559000","^69m^Zinc"
451,"21566004","Methyldopate hydrochloride"
452,"21568003","Adrenal cortical hormone"
453,"21572004","I123 - Iodine 123"
454,"21611007","Boric acid"
455,"21614004","Phenelzine sulfate"
456,"21706000","Tetrahydrofolic acid"
457,"21891005","Digestive enzyme"
458,"21903000","Bismuth violet"
459,"21919007","Opium"
460,"22038003","Se - Selenium"
461,"22086005","Sodium antimonyl gluconate"
462,"22165008","Metamizole sodium"
463,"22236007","Acetarsol"
464,"22242006","Glutardialdehyde"
465,"22250002","Fibrinogen Birmingham"
466,"22362000","Calcium hydrogen phosphate anhydrous"
467,"22424004","Ochratoxin"
468,"22453003","Cathepsin G"
469,"22496008","Fibrinogen Cleveland I"
470,"22606007","Vitamin K>2<"
471,"22635004","Factor V antibody"
472,"22654004","Propantheline bromide"
473,"22769006","Penthienate bromide"
474,"22779008","Coagulation factor II Habana variant"
475,"22790003","Physostigmine sulfate"
476,"22792006","Tripelennamine citrate"
477,"22827004","Prochlorperazine maleate"
478,"22840009","Tetraethyl pyrophosphate"
479,"22882008","Coagulation factor II Molise variant"
480,"22941009","Cortodoxone"
481,"22976006","Aluminum acetate"
482,"23053002","Iophenoic acid"
483,"23068001","Caffeine citrate"
484,"23077008","Barbituric acid"
485,"23176001","Bacampicillin hydrochloride"
486,"23295004","Coagulation factor I"
487,"23375008","Polymyxin E sulfate"
488,"23433006","Calciferol"
489,"23459009","Selenium radioisotope"
490,"23564005","Dyclonine"
491,"23692005","Tribasic calcium phosphate"
492,"23701001","Triclocarban"
493,"23814005","Guanethidine monosulfate"
494,"23816007","THF - Tetrahydrocortisol"
495,"23861006","Phenolsulfonphthalein"
496,"23862004","Fibrinogen Bethesda III"
497,"23866001","Fluoroacetic acid"
498,"23883005","Methadone hydrochloride"
499,"23959001","TG - Thyroglobulin"
500,"23969007","Tryparsamide"
501,"24022008","Bupivacaine hydrochloride"
502,"24202000","Ranitidine hydrochloride"
503,"24237002","Prostaglandin F>1<"
504,"24261009","Trimethobenzamide hydrochloride"
505,"24336008","Aminophylline anhydrous"
506,"24357000","CSF-1"
507,"24434007","Sodium tartrate"
508,"24435008","Fibrinogen Versailles"
509,"24556008","n-Butylglycidylether"
510,"24570008","Purgative"
511,"24583009","Terbutaline sulfate"
512,"24650007","Dihydro-alpha-ergocryptine"
513,"24686008","Acaricide"
514,"24721007","Chlorothymol"
515,"24751001","Oxymorphone"
516,"24809001","Spectinomycin hydrochloride"
517,"24823004","Pipobroman"
518,"24838003","Undecylenic acid and zinc undecylenate"
519,"24869004","Lampit"
520,"25002001","Perazine"
521,"25013003","Pyrantel pamoate"
522,"25027008","Glycoprotein hormone"
523,"25128000","^72^Zinc"
524,"25141001","Tubocurarine chloride"
525,"25183006","Manganese chloride"
526,"25204006","Aluminum soluble salt"
527,"25205007","Fluorine radioisotope"
528,"25213008","Bicyclic antidepressant"
529,"25217009","Pituitary follicle stimulating hormone"
530,"25254000","Procainamide hydrochloride"
531,"25305005","Long-acting insulin"
532,"25307002","Petrolatum"
533,"25401000","Barbiturate analog"
534,"25500001","^40^Potassium"
535,"25525005","Protein C"
536,"25538002","Tiotixene hydrochloride"
537,"25571003","Clodantoin"
538,"25607008","DDimer"
539,"25620006","Bitter orange oil"
540,"25710007","^113^Tin"
541,"25747007","^135m^Xenon"
542,"25796002","Aluminum aspirin"
543,"25886000","Fibrinogen Bergamo III"
544,"25911004","Prostaglandin H2"
545,"26120001","Desipramine hydrochloride"
546,"26191006","Bromazine hydrochloride"
547,"26277008","Dynorphin"
548,"26288002","Mitotane"
549,"26327007","Red phosphorus"
550,"26346008","Ethambutol hydrochloride"
551,"26351002","Prostaglandin"
552,"26371006","Chlorophacinone"
553,"26379008","Quinisocaine"
554,"26437003","Oil of mustard"
555,"26469007","Prepro-opiomelanocortin"
556,"26518005","Coagulation factor XIa"
557,"26656004","Aromatic castor oil"
558,"26817007","Methylated naphthalene"
559,"26945002","Phendimetrazine tartrate"
560,"26992003","Chlorisondamine"
561,"27054007","^57^Cobalt"
562,"27079005","Meclocycline sulfosalicylate"
563,"27081007","^127^Xenon"
564,"27082000","Sulfapyridine"
565,"27122000","^56^Nickel"
566,"27184001","17-alpha-Hydroxypregnenolone"
567,"27192005","Aminosalicylic acid"
568,"27244000","Lithium isotope"
569,"27248002","Coagulation factor X R.E.D. variant"
570,"27345002","Hemin"
571,"27361000","Barium salt"
572,"27499006","Oxyphencyclimine"
573,"27586005","Undecoylium chloride iodine"
574,"27594003","Ferric pyrophosphate"
575,"27656005","Gitalin amorphous"
576,"27730007","Merodicein"
577,"27736001","Bacitracin A"
578,"27766008","Prothipendyl"
579,"27822002","Phenylpropylmethylamine"
580,"27928002","Flurazepam hydrochloride"
581,"27931001","Dipeptidyl peptidase I"
582,"27989007","Coagulation factor II Segovia variant"
583,"28021008","Ethyl acrylate"
584,"28029005","Metescufylline"
585,"28069006","Refrigerant anesthetic"
586,"28121005","Iofendylate"
587,"28223003","Cycloguanil"
588,"28268006","Pregnanediol"
589,"28344001","Mephenytoin"
590,"28421003","Sorbate"
591,"28464005","Dioxyline"
592,"28521000","Coagulation factor II Denver variant"
593,"28580002","Diprenorphine"
594,"28588009","Cefaloridine"
595,"28662003","Hydralazine hydrochloride"
596,"28702005","Ambutonium"
597,"28825003","Sterigmatocystin"
598,"28829009","Coal tar naphtha"
599,"28927005","Diphenylheptane derivative"
600,"28942008","Coconut oil"
601,"28983006","6-Ketoprostaglandin F1"
602,"28999000","Fusarin"
603,"29011006","Manganese trioxide"
604,"29184007","Diphemanil metilsulfate"
605,"29190006","Fentanyl citrate"
606,"29301006","Isoprenaline hydrochloride"
607,"29327006","Chloramphenicol palmitate"
608,"29406002","alpha-Amylase agent"
609,"29522004","Toluidine blue stain"
610,"29527005","Benzatropine mesylate"
611,"29531004","Nickel radioisotope"
612,"29584000","Diagnostic antigen"
613,"29588002","Brompheniramine maleate"
614,"29666006","Nortriptyline hydrochloride [enuresis - no agents here]"
615,"29671004","Lithium bromide"
616,"29725000","Heparin calcium"
617,"29765001","Fumagillin"
618,"29783009","Chromocarb"
619,"29876006","^129m^Xenon"
620,"30034004","Dimethoxanate"
621,"30053009","Brefeldin"
622,"30094001","Riboflavin dinucleotide"
623,"30145004","Activin hormone"
624,"30178006","Vitamin D"
625,"30179003","Carbonyl fluoride"
626,"30203009","Paromomycin sulfate"
627,"30205002","Thymic T lymphocyte factor"
628,"30236005","Tilorone"
629,"30324001","^132^Iodine"
630,"30325000","Chlorfenvinphos"
631,"30326004","Atrial natriuretic hormone"
632,"30329006","Triflupromazine"
633,"30333004","Mercaptomerin sodium"
634,"30424002","Proparacaine hydrochloride"
635,"30589007","Dibutyl phosphate"
636,"30658004","Turacoporphyrin"
637,"30676006","Metharbital"
638,"30745005","Loxapine succinate"
639,"30804005","Factor VII"
640,"30820000","Phosphorus"
641,"30827002","Azapetine"
642,"30848000","Fibrinogen Oslo III"
643,"30863002","Desiccated whole bile"
644,"30990007","Abnormal fibrinogen"
645,"31011004","4-hydroxycoumarin"
646,"31055005","GIH - Gastrointestinal hormone"
647,"31147000","Metoclopramide hydrochloride"
648,"31178001","Bethanechol chloride"
649,"31422009","Ox bile extract"
650,"31522006","Mild silver protein"
651,"31617001","Hydrophilic petrolatum"
652,"31622001","^127m^Xenon"
653,"31662002","Orange flower oil"
654,"31706007","Ketamine hydrochloride"
655,"31707003","Zinc bacitracin"
656,"31731008","Magnesium phosphate"
657,"31780003","Preproenkephalin"
658,"31787000","Coagulation factor IX Alabama variant"
659,"31799007","Mephentermine sulfate"
660,"31801005","Benzonatate"
661,"31815007","Oxybutynin hydrochloride"
662,"31818009","Deoxyribonuclease (pyrimidine dimer)"
663,"31827005","Ristocetin"
664,"31895006","Gonadotrophin"
665,"31936008","Sodium isotope"
666,"31990000","Fibrinogen Cleveland II"
667,"32050003","Pine oil"
668,"32083005","Oxanamide"
669,"32120008","Camphorated oil"
670,"32133002","Microarazide nitrate"
671,"32154009","Inulin"
672,"32157002","Cathepsin B"
673,"32281001","Fibrinogen Oslo IV"
674,"32370002","Diprophylline"
675,"32436002","Phentolamine mesilate"
676,"32437006","Triphenyl phosphate"
677,"32498003","Cortisone"
678,"32505007","Phosphorus 32"
679,"32519007","Charcoal medicinal vegetable"
680,"32707001","Deoxyribonuclease I"
681,"32714004","Magnesium dust"
682,"32757009","Dibenzepin"
683,"32789000","Ferritin"
684,"32800009","Ethionamide"
685,"32824001","Ergot alkaloid"
686,"32836007","Sodium acetrizoate"
687,"32852005","MSH - Beta melanocyte stimulating hormone"
688,"32898006","Fibrinogen San Francisco"
689,"32901007","Prostaglandin A2"
690,"33280006","Medicinal zinc peroxide"
691,"33307008","Sodium meralein"
692,"33396006","Ni - Nickel"
693,"33435008","Capillary active agent"
694,"33440000","Ceftriaxone sodium"
695,"33447002","Bephenium hydroxynaphthoate"
696,"33535006","Renal hormone"
697,"33619005","Plasminogen activator"
698,"33635003","5-Hydroxytryptamine"
699,"33642003","Fibrinogen Sydney I"
700,"33667000","Mercumatilin"
701,"33752008","Motilin"
702,"33837008","Aluminum glycinate"
703,"33922005","Vitamin L"
704,"33963004","Angiotensin 3"
705,"34007009","Cholelitholytic agent"
706,"34070005","Fibrinogen Nagoya"
707,"34074001","Borate salt"
708,"34086003","Heparin cofactor I"
709,"34113002","Acrisorcin"
710,"34120009","Fibrinogen Amsterdam"
711,"34198005","Folescutol"
712,"34211007","^83^Strontium"
713,"34239008","Castor oil"
714,"34274009","Iodine pentafluoride"
715,"34332002","Nitrophenol"
716,"34425005","Amolanone"
717,"34471003","^121^Iodine"
718,"34654009","Iodine solution"
719,"34657002","Isopropamide iodide"
720,"34658007","Met-enkephalin"
721,"34737006","C1-esterase inhibitor"
722,"34915005","Pyridostigmine bromide"
723,"34919004","Potassium tartrate"
724,"34953000","Colocynth"
725,"34983009","Epicillin"
726,"35060001","Testicular hormone"
727,"35135004","Aglycone"
728,"35150008","Glucocorticoid hormone"
729,"35236008","Thenyldiamine"
730,"35257000","Entsulfon"
731,"35281007","Acetophenazine"
732,"35318005","Esmolol hydrochloride"
733,"35321007","Fludeoxyglucose F 18"
734,"35343004","Cefonicid sodium"
735,"35431001","Adenosine"
736,"35466004","Relaxin"
737,"35473009","Fibrinogen St. Louis"
738,"35605007","Wool fat"
739,"35733004","Fat soluble vitamin"
740,"35748005","Wine"
741,"35765001","Sincalide"
742,"35864006","Parathiazine"
743,"35883004","F - Fluorine"
744,"35903003","Potassium bromide"
745,"35946000","Pentolinium"
746,"35954003","Coagulation factor II variant"
747,"35966009","Ouabain"
748,"35976007","PPP - Human pancreatic polypeptide"
749,"36020009","Factor IX antibody"
750,"36021008","Cefadroxil monohydrate"
751,"36022001","Fibrinogen Freiberg"
752,"36136008","Penitrem-A"
753,"36167005","Fibrinogen Torino"
754,"36173006","Tetraiodothyroacetic acid"
755,"36176003","Thrombin"
756,"36235004","Pine needle oil"
757,"36378007","Lithium compound"
758,"36380001","Oxyphencyclimine hydrochloride"
759,"36516003","Mepyramine maleate"
760,"36541005","Mercuric iodide"
761,"36651003","Bismuth salt"
762,"36661005","Tyrothricin"
763,"36712003","Factor XII antibody"
764,"36872003","Tridihexethyl"
765,"36887008","Mineralocorticoid hormone"
766,"36953002","Fibrinogen Nancy"
767,"37006008","Cyclothiazide"
768,"37013008","Dipivefrine hydrochloride"
769,"37077000","^122^Xenon"
