id,code,display
56,"urn:ihe:pat:apsr:cancer:ovary:2010","Anatomic Pathology Structured Report Cancer Ovary"
57,"urn:ihe:pat:apsr:cancer:esophagus: 2010","Anatomic Pathology Structured Report Cancer Esophagus"
58,"urn:ihe:pat:apsr:cancer:stomach: 2010","Anatomic Pathology Structured Report Cancer Stomach"
59,"urn:ihe:pat:apsr:cancer:liver:2010","Anatomic Pathology Structured Report Cancer Liver"
60,"urn:ihe:pat:apsr:cancer:pancreas: 2010","Anatomic Pathology Structured Report Cancer Pancreas"
61,"urn:ihe:pat:apsr:cancer:testis:2010","Anatomic Pathology Structured Report Cancer Testis"
62,"urn:ihe:pat:apsr:cancer:urinary_bladder:2010","Anatomic Pathology Structured Report Cancer Urinary Bladder"
63,"urn:ihe:pat:apsr:cancer:lip_oral_cavity:2010","Anatomic Pathology Structured Report Cancer Lip Oral Cavity"
64,"urn:ihe:pat:apsr:cancer:pharynx:2010","Anatomic Pathology Structured Report Cancer Pharynx"
65,"urn:ihe:pat:apsr:cancer:salivary_gland:2010","Anatomic Pathology Structured Report Cancer Salivary Gland"
66,"urn:ihe:pat:apsr:cancer:larynx:2010","Anatomic Pathology Structured Report Cancer Larynx"
67,"urn:ihe:pharm:pre:2010","Pharmacy Pre"
68,"urn:ihe:pharm:padv:2010","Pharmacy PADV"
69,"urn:ihe:pharm:dis:2010","Pharmacy DIS"
70,"urn:ihe:pharm:pml:2013","Pharmacy PML"
71,"urn:hl7-org:sdwg:ccda-structuredBody:1.1","For documents following C-CDA constraints using a structured body."
72,"urn:hl7-org:sdwg:ccda-nonXMLBody:1.1","For documents following C-CDA constraints using a non structured body."
