id,code,display
257,"224626008","Interpreter for Signs supporting English"
258,"224936003","General practitioner locum"
259,"225726006","Lactation consultant"
260,"225727002","Midwife counselor"
261,"265937000","Nursing occupation"
262,"265939002","Medical/dental technicians"
263,"283875005","Parkinson disease nurse"
264,"302211009","Specialist registrar"
265,"303124005","Member of mental health review tribunal"
266,"303129000","Hospital manager"
267,"303133007","Responsible medical officer"
268,"303134001","Independent doctor"
269,"304291006","Bereavement counselor"
270,"304292004","Surgeon"
271,"307988006","Medical technician"
272,"308002005","Remedial therapist"
273,"309294001","Accident and Emergency doctor"
274,"309295000","Clinical oncologist"
275,"309296004","Family planning doctor"
276,"309322005","Associate general practitioner"
277,"309323000","Partner of general practitioner"
278,"309324006","Assistant GP"
279,"309326008","Deputizing general practitioner"
280,"309327004","General practitioner registrar"
281,"309328009","Ambulatory pediatrician"
282,"309329001","Community pediatrician"
283,"309330006","Pediatric cardiologist"
284,"309331005","Pediatric endocrinologist"
285,"309332003","Pediatric gastroenterologist"
286,"309333008","Pediatric nephrologist"
287,"309334002","Pediatric neurologist"
288,"309335001","Pediatric rheumatologist"
289,"309336000","Pediatric oncologist"
290,"309337009","Pain management specialist"
291,"309338004","Intensive care specialist"
292,"309339007","Adult intensive care specialist"
293,"309340009","Pediatric intensive care specialist"
294,"309341008","Blood transfusion doctor"
295,"309342001","Histopathologist"
296,"309343006","Physician"
297,"309345004","Chest physician"
298,"309346003","Thoracic physician"
299,"309347007","Clinical hematologist"
300,"309348002","Clinical neurophysiologist"
301,"309349005","Clinical physiologist"
302,"309350005","Diabetologist"
303,"309351009","Andrologist"
304,"309352002","Neuroendocrinologist"
305,"309353007","Reproductive endocrinologist"
306,"309354001","Thyroidologist"
307,"309355000","Clinical geneticist"
308,"309356004","Clinical cytogeneticist"
309,"309357008","Clinical molecular geneticist"
310,"309358003","Genitourinary medicine physician"
311,"309359006","Palliative care physician"
312,"309360001","Rehabilitation physician"
313,"309361002","Child and adolescent psychiatrist"
314,"309362009","Forensic psychiatrist"
315,"309363004","Liaison psychiatrist"
316,"309364005","Psychogeriatrician"
317,"309365006","Psychiatrist for mental handicap"
318,"309366007","Rehabilitation psychiatrist"
319,"309367003","Obstetrician and gynecologist"
320,"309368008","Breast surgeon"
321,"309369000","Cardiothoracic surgeon"
322,"309371000","Cardiac surgeon"
323,"309372007","Ear, nose and throat surgeon"
324,"309373002","Endocrine surgeon"
325,"309374008","Thyroid surgeon"
326,"309375009","Pituitary surgeon"
327,"309376005","Gastrointestinal surgeon"
328,"309377001","General gastrointestinal surgeon"
329,"309378006","Upper gastrointestinal surgeon"
330,"309379003","Colorectal surgeon"
331,"309380000","Hand surgeon"
332,"309381001","Hepatobiliary surgeon"
333,"309382008","Ophthalmic surgeon"
334,"309383003","Pediatric surgeon"
335,"309384009","Pancreatic surgeon"
336,"309385005","Transplant surgeon"
337,"309386006","Trauma surgeon"
338,"309388007","Vascular surgeon"
339,"309389004","Medical practitioner grade"
340,"309390008","Hospital consultant"
341,"309391007","Visiting specialist registrar"
342,"309392000","Research registrar"
343,"309393005","General practitioner grade"
344,"309394004","General practitioner principal"
345,"309395003","Hospital specialist"
346,"309396002","Associate specialist"
347,"309397006","Research fellow"
348,"309398001","Allied health professional"
349,"309399009","Hospital dietitian"
350,"309400002","Domiciliary physiotherapist"
351,"309401003","General practitioner-based physiotherapist"
352,"309402005","Hospital-based physiotherapist"
353,"309403000","Private physiotherapist"
354,"309404006","Physiotherapy assistant"
355,"309409001","Hospital-based speech and language therapist"
356,"309410006","Arts therapist"
357,"309411005","Dance therapist"
358,"309412003","Music therapist"
359,"309413008","Renal dietitian"
360,"309414002","Liver dietitian"
361,"309415001","Oncology dietitian"
362,"309416000","Pediatric dietitian"
363,"309417009","Diabetes dietitian"
364,"309418004","Audiologist"
365,"309419007","Hearing therapist"
366,"309420001","Audiological scientist"
367,"309421002","Hearing aid dispenser"
368,"309422009","Community-based occupational therapist"
369,"309423004","Hospital occupational therapist"
370,"309427003","Social services occupational therapist"
371,"309428008","Orthotist"
372,"309429000","Surgical fitter"
373,"309434001","Hospital-based podiatrist"
374,"309435000","Podiatry assistant"
375,"309436004","Lymphedema nurse"
376,"309437008","Community learning disabilities nurse"
377,"309439006","Clinical nurse teacher"
378,"309440008","Community practice nurse teacher"
379,"309441007","Nurse tutor"
380,"309442000","Nurse teacher practitioner"
381,"309443005","Nurse lecturer practitioner"
382,"309444004","Outreach nurse"
383,"309445003","Anesthetic nurse"
384,"309446002","Nurse manager"
385,"309450009","Nurse administrator"
386,"309452001","Midwifery grade"
387,"309453006","Midwife"
388,"309454000","Student midwife"
389,"309455004","Parentcraft sister"
390,"309459005","Healthcare professional grade"
391,"309460000","Restorative dentist"
392,"310170009","Pediatric audiologist"
393,"310171008","Immunopathologist"
394,"310172001","Audiological physician"
395,"310173006","Clinical pharmacologist"
396,"310174000","Private doctor"
397,"310175004","Agency nurse"
398,"310176003","Behavioral therapist nurse"
399,"310177007","Cardiac rehabilitation nurse"
400,"310178002","Genitourinary nurse"
401,"310179005","Rheumatology nurse specialist"
402,"310180008","Continence nurse"
403,"310181007","Contact tracing nurse"
404,"310182000","General nurse"
405,"310183005","Nurse for the mentally handicapped"
406,"310184004","Liaison nurse"
407,"310185003","Diabetic liaison nurse"
408,"310186002","Nurse psychotherapist"
409,"310187006","Company nurse"
410,"310188001","Hospital midwife"
411,"310189009","Genetic counselor"
412,"310190000","Mental health counselor"
413,"310191001","Clinical psychologist"
414,"310192008","Educational psychologist"
415,"310193003","Coroner"
416,"310194009","Appliance officer"
417,"310512001","Medical oncologist"
418,"311441001","School medical officer"
419,"312485001","Integrated midwife"
420,"372102007","RN First Assist"
421,"387619007","Optician"
422,"394572006","Medical secretary"
423,"394618009","Hospital nurse"
424,"397824005","Consultant anesthetist"
425,"397897005","Paramedic"
426,"397903001","Staff grade obstetrician"
427,"397908005","Staff grade practitioner"
428,"398130009","Medical student"
429,"398238009","Acting obstetric registrar"
430,"404940000","Physiotherapist technical instructor"
431,"405277009","Resident physician"
432,"405278004","Certified registered nurse anesthetist"
433,"405279007","Attending physician"
434,"405623001","Assigned practitioner"
435,"405684005","Professional initiating surgical case"
436,"405685006","Professional providing staff relief during surgical procedure"
437,"408798009","Consultant pediatrician"
438,"408799001","Consultant neonatologist"
439,"409974004","Health educator"
440,"409975003","Certified health education specialist"
441,"413854007","Circulating nurse"
442,"415075003","Perioperative nurse"
443,"415506007","Scrub nurse"
444,"416160000","Fellow of American Academy of Osteopathy"
445,"420409002","Oculoplastic surgeon"
446,"420678001","Retinal surgeon"
447,"421841007","Admitting physician"
448,"422140007","Medical ophthalmologist"
449,"422234006","Ophthalmologist"
450,"432100008","Health coach"
451,"442867008","Respiratory therapist"
452,"443090005","Podiatric surgeon"
453,"444912007","Hypnotherapist"
454,"445313000","Asthma nurse specialist"
455,"445451001","Nurse case manager"
456,"446050000","PCP - Primary care physician"
457,"446701002","Addiction medicine specialist"
458,"449161006","PA - physician assistant"
459,"471302004","Government midwife"
460,"3981000175106","Nurse complex case manager"
461,"231189271000087109","Naturopath"
462,"236749831000087105","Prosthetist"
463,"258508741000087105","Hip and knee surgeon"
464,"260767431000087107","Hepatologist"
465,"285631911000087106","Shoulder surgeon"
466,"291705421000087106","Interventional radiologist"
467,"341320851000087105","Pediatric radiologist"
468,"368890881000087105","Emergency medicine specialist"
469,"398480381000087106","Family medicine specialist - palliative care"
470,"416186861000087101","Surgical oncologist"
471,"450044741000087104","Acupuncturist"
472,"465511991000087105","Pediatric orthopedic surgeon"
473,"494782281000087101","Pediatric hematologist"
474,"619197631000087102","Neuroradiologist"
475,"623630151000087105","Family medicine specialist - anesthetist"
476,"666997781000087107","Doula"
477,"673825031000087109","Traditional herbal medicine specialist"
478,"682131381000087105","Occupational medicine specialist"
479,"724111801000087104","Pediatric emergency medicine specialist"
480,"747936471000087102","Family medicine specialist - care of the elderly"
481,"766788081000087100","Travel medicine specialist"
482,"767205061000087108","Spine surgeon"
483,"813758161000087106","Maternal or fetal medicine specialist"
484,"822410621000087104","Massage therapist"
485,"847240411000087102","Hospitalist"
486,"853827051000087104","Sports medicine specialist"
487,"926871431000087103","Pediatric respirologist"
488,"954544641000087107","Homeopath"
489,"956387501000087102","Family medicine specialist - emergency medicine"
490,"969118571000087109","Pediatric hematologist or oncologist"
491,"984095901000087105","Foot and ankle surgeon"
492,"990928611000087105","Invasive cardiologist"
493,"999480451000087102","Case manager"
494,"999480461000087104","Kinesthesiologist"
