id,code,display
158,"LAVPG","Lavage, Pre-Bronch"
159,"LENS1","Contact Lens"
160,"LENS2","Contact Lens Case"
161,"LESN","Lesion"
162,"LIQ","Liquid, Unspecified"
163,"LIQO","Liquid, Other"
164,"LNA","Line arterial"
165,"LNV","Line venous"
166,"LSAC","Fluid, Lumbar Sac"
167,"LYM","Lymphocytes"
168,"MAC","Macrophages"
169,"MAHUR","Catheter Tip, Makurkour"
170,"MAR","Marrow"
171,"MASS","Mass"
172,"MBLD","Blood, Menstrual"
173,"MEC","Meconium"
174,"MILK","Breast milk"
175,"MLK","Milk"
176,"MUCOS","Mucosa"
177,"MUCUS","Mucus"
178,"NAIL","Nail"
179,"NASDR","Drainage, Nasal"
180,"NEDL","Needle"
181,"NEPH","Site, Nephrostomy"
182,"NGASP","Aspirate, Nasogastric"
183,"NGAST","Drainage, Nasogastric"
184,"NGS","Site, Naso/Gastric"
185,"NODUL","Nodule(s)"
186,"NSECR","Secretion, Nasal"
187,"ORH","Other"
188,"ORL","Lesion, Oral"
189,"OTH","Source, Other"
190,"PACEM","Pacemaker"
191,"PAFL","Pancreatic fluid"
192,"PCFL","Fluid, Pericardial"
193,"PDSIT","Site, Peritoneal Dialysis"
194,"PDTS","Site, Peritoneal Dialysis Tunnel"
195,"PELVA","Abscess, Pelvic"
196,"PENIL","Lesion, Penile"
197,"PERIA","Abscess, Perianal"
198,"PILOC","Cyst, Pilonidal"
199,"PINS","Site, Pin"
200,"PIS","Site, Pacemaker Insetion"
201,"PLAN","Plant Material"
202,"PLAS","Plasma"
203,"PLB","Plasma bag"
204,"PLC","Placenta"
205,"PLEVS","Serum, Peak Level"
206,"PLR","Pleural fluid (thoracentesis fluid)"
207,"PMN","Polymorphonuclear neutrophils"
208,"PND","Drainage, Penile"
209,"POL","Polyps"
210,"POPGS","Graft Site, Popliteal"
211,"POPLG","Graft, Popliteal"
212,"POPLV","Site, Popliteal Vein"
213,"PORTA","Catheter, Porta"
214,"PPP","Plasma, Platelet poor"
215,"PROST","Prosthetic Device"
216,"PRP","Plasma, Platelet rich"
217,"PSC","Pseudocyst"
218,"PUNCT","Wound, Puncture"
219,"PUS","Pus"
220,"PUSFR","Pustule"
221,"PUST","Pus"
222,"QC3","Quality Control"
223,"RANDU","Urine, Random"
224,"RBC","Erythrocytes"
225,"RBITE","Bite, Reptile"
226,"RECT","Drainage, Rectal"
227,"RECTA","Abscess, Rectal"
228,"RENALC","Cyst, Renal"
229,"RENC","Fluid, Renal Cyst"
230,"RES","Respiratory"
231,"SAL","Saliva"
232,"SCAR","Tissue, Keloid (Scar)"
233,"SCLV","Catheter Tip, Subclavian"
234,"SCROA","Abscess, Scrotal"
235,"SECRE","Secretion(s)"
236,"SER","Serum"
237,"SHU","Site, Shunt"
238,"SHUNF","Fluid, Shunt"
239,"SHUNT","Shunt"
240,"SITE","Site"
241,"SKBP","Biopsy, Skin"
242,"SKN","Skin"
243,"SMM","Mass, Sub-Mandibular"
244,"SMN","Seminal fluid"
245,"SNV","Fluid, synovial (Joint fluid)"
246,"SPRM","Spermatozoa"
247,"SPRP","Catheter Tip, Suprapubic"
248,"SPRPB","Cathether Tip, Suprapubic"
249,"SPS","Environmental, Spore Strip"
250,"SPT","Sputum"
251,"SPTC","Sputum - coughed"
252,"SPTT","Sputum - tracheal aspirate"
253,"SPUT1","Sputum, Simulated"
254,"SPUTIN","Sputum, Inducted"
255,"SPUTSP","Sputum, Spontaneous"
256,"STER","Environmental, Sterrad"
257,"STL","Stool = Fecal"
258,"STONE","Stone, Kidney"
259,"SUBMA","Abscess, Submandibular"
260,"SUBMX","Abscess, Submaxillary"
261,"SUMP","Drainage, Sump"
262,"SUP","Suprapubic Tap"
263,"SUTUR","Suture"
264,"SWGZ","Catheter Tip, Swan Gantz"
265,"SWT","Sweat"
266,"TASP","Aspirate, Tracheal"
267,"TEAR","Tears"
268,"THRB","Thrombocyte (platelet)"
269,"TISS","Tissue"
270,"TISU","Tissue ulcer"
271,"TLC","Cathether Tip, Triple Lumen"
272,"TRAC","Site, Tracheostomy"
273,"TRANS","Transudate"
274,"TSERU","Serum, Trough"
275,"TSTES","Abscess, Testicular"
276,"TTRA","Aspirate, Transtracheal"
277,"TUBES","Tubes"
278,"TUMOR","Tumor"
279,"TZANC","Smear, Tzanck"
280,"UDENT","Source, Unidentified"
281,"UMED","Unknown Medicine"
282,"UR","Urine"
283,"URC","Urine clean catch"
284,"URINB","Urine, Bladder Washings"
285,"URINC","Urine, Catheterized"
286,"URINM","Urine, Midstream"
287,"URINN","Urine, Nephrostomy"
288,"URINP","Urine, Pedibag"
289,"URNS","Urine sediment"
290,"URT","Urine catheter"
291,"USCOP","Urine, Cystoscopy"
292,"USPEC","Source, Unspecified"
293,"USUB","Unkown substance"
294,"VASTIP","Catheter Tip, Vas"
295,"VENT","Catheter Tip, Ventricular"
296,"VITF","Vitreous Fluid"
297,"VOM","Vomitus"
298,"WASH","Wash"
299,"WASI","Washing, e.g. bronchial washing"
300,"WAT","Water"
301,"WB","Blood, Whole"
302,"WBC","Leukocytes"
303,"WEN","Wen"
304,"WICK","Wick"
305,"WND","Wound"
306,"WNDA","Wound abscess"
307,"WNDD","Wound drainage"
308,"WNDE","Wound exudate"
309,"WORM","Worm"
310,"WRT","Wart"
311,"WWA","Environmental, Water"
312,"WWO","Environmental, Water (Ocean)"
313,"WWT","Environmental, Water (Tap)"
