id,code,display
271,"10240-0","Oxygen content in Right ventricle"
272,"10241-8","Oxygen content in Coronary sinus"
273,"10242-6","Oxygen content in Ductus arteriosus"
274,"10243-4","Oxygen content in Inferior vena cava"
275,"10244-2","Oxygen content in Left pulmonary artery"
276,"10245-9","Oxygen content in Main pulmonary artery"
277,"10246-7","Oxygen content in Right pulmonary artery"
278,"10247-5","Oxygen content in Pulmonary wedge"
279,"10248-3","Oxygen content in Superior vena cava"
280,"10249-1","Heart rate device Institution inventory number"
281,"1025-6","Fy sup(a) Ag [Presence] on Red Blood Cells from Blood product unit"
282,"10250-9","Heart rate device Vendor model number"
283,"10251-7","Heart rate device Vendor serial number"
284,"10252-5","Biliary drain site"
285,"10253-3","Type of Biliary drain"
286,"10254-1","Type of Peritoneal drain"
287,"10255-8","Type of Subarachnoid drain"
288,"10256-6","Biliary drain Institution inventory number"
289,"10257-4","Chest tube Institution inventory number"
290,"10258-2","Enteral tube Institution inventory number"
291,"10259-0","Gastrostomy tube Institution inventory number"
292,"1026-4","Fy sup(a) Ag [Presence] on Red Blood Cells from Donor"
293,"10260-8","GI tube Institution inventory number"
294,"10261-6","Intravascular tube Institution inventory number"
295,"10262-4","IO tube Institution inventory number"
296,"10263-2","Nasogastric tube Institution inventory number"
297,"10264-0","Oral tube Institution inventory number"
298,"10265-7","Peritoneal drain Institution inventory number"
299,"10266-5","Peritoneal tube Institution inventory number"
300,"10267-3","Rate control device Institution inventory number"
301,"10268-1","Stool collection device Institution inventory number"
302,"10269-9","Subarachnoid drain Institution inventory number"
303,"1027-2","Fy sup(a) Ag [Presence] on Red Blood Cells"
304,"10270-7","Synovial drain Institution inventory number"
305,"10271-5","Tube or drain Institution inventory number"
306,"10272-3","Upper GI tube Institution inventory number"
307,"10273-1","Bladder irrigation tube Institution inventory number"
308,"10274-9","Urine tube Institution inventory number"
309,"10275-6","Wound drain device Institution inventory number"
310,"10276-4","Peritoneal drain site"
311,"10277-2","Stool collection site"
312,"10278-0","Subarachnoid drain site"
313,"10279-8","Biliary drain Vendor model number"
314,"1028-0","Fy sup(b) Ab [Presence] in Serum or Plasma from Blood product unit"
315,"10280-6","Chest tube Vendor model number"
316,"10281-4","Enteral tube Vendor model number"
317,"10282-2","Gastrostomy tube Vendor model number"
318,"10283-0","GI tube Vendor model number"
319,"10284-8","Intravascular tube Vendor model number"
320,"10285-5","IO tube Vendor model number"
321,"10286-3","Nasogastric tube Vendor model number"
322,"10287-1","Oral tube Vendor model number"
323,"10288-9","Peritoneal drain Vendor model number"
324,"10289-7","Peritoneal tube Vendor model number"
325,"1029-8","Fy sup(b) Ab [Presence] in Serum or Plasma from Donor"
326,"10290-5","Rate control device Vendor model number"
327,"10291-3","Stool collection device Vendor model number"
328,"10292-1","Subarachnoid drain Vendor model number"
329,"10293-9","Synovial drain Vendor model number"
330,"10294-7","Tube or drain Vendor model number"
331,"10295-4","Upper GI tube Vendor model number"
332,"10296-2","Bladder irrigation tube Vendor model number"
333,"10297-0","Urine tube Vendor model number"
334,"10298-8","Wound drain device Vendor model number"
335,"10299-6","Biliary drain Vendor serial number"
336,"103-2","Ceforanide [Susceptibility] by Minimum lethal concentration (MLC)"
337,"1030-6","Fy sup(b) Ab [Presence] in Serum or Plasma"
338,"10300-2","Chest tube Vendor serial number"
339,"10301-0","Enteral tube Vendor serial number"
340,"10302-8","Gastrostomy tube Vendor serial number"
341,"10303-6","GI tube Vendor serial number"
342,"10304-4","Intravascular tube Vendor serial number"
343,"10305-1","IO tube Vendor serial number"
344,"10306-9","Nasogastric tube Vendor serial number"
345,"10307-7","Oral tube Vendor serial number"
346,"10308-5","Peritoneal drain Vendor serial number"
347,"10309-3","Peritoneal tube Vendor serial number"
348,"1031-4","Fy sup(b) Ag [Presence] on Red Blood Cells from Blood product unit"
349,"10310-1","Rate control device Vendor serial number"
350,"10311-9","Stool collection device Vendor serial number"
351,"10312-7","Subarachnoid drain Vendor serial number"
352,"10313-5","Synovial drain Vendor serial number"
353,"10314-3","Tube or drain Vendor serial number"
354,"10315-0","Upper GI tube Vendor serial number"
355,"10316-8","Bladder irrigation tube Vendor serial number"
356,"10317-6","Urine tube Vendor serial number"
357,"10318-4","Wound drain device Vendor serial number"
358,"10319-2","Enema device Institution inventory number"
359,"1032-2","Fy sup(b) Ag [Presence] on Red Blood Cells from Donor"
360,"10320-0","Enema device Vendor model number"
361,"10321-8","Enema device Vendor serial number"
362,"10322-6","Potassium intake 24 hour"
363,"10323-4","Wound drain fluid [Appearance] Lower GI tract"
364,"10324-2","Breath rate device Institution inventory number"
365,"10325-9","Breath rate device Vendor model number"
366,"10326-7","Breath rate device Vendor serial number"
367,"10327-5","Eosinophils/100 leukocytes in Sputum by Manual count"
368,"10328-3","Lymphocytes/100 leukocytes in Cerebral spinal fluid by Manual count"
369,"10329-1","Monocytes/100 leukocytes in Cerebral spinal fluid by Manual count"
370,"1033-0","Fy sup(b) Ag [Presence] on Red Blood Cells"
371,"10330-9","Monocytes/100 leukocytes in Body fluid by Manual count"
372,"10331-7","Rh [Type] in Blood"
373,"10332-5","Cortisol [Mass/volume] in Serum or Plasma --pre 250 ug corticotropin IM"
374,"10333-3","Appearance of Cerebral spinal fluid"
375,"10334-1","Cancer Ag 125 [Units/volume] in Serum or Plasma"
376,"10335-8","Color of Cerebral spinal fluid"
377,"10336-6","Gonadotropin peptide [Mass/volume] in Urine"
378,"10337-4","Procollagen type I [Mass/volume] in Serum"
379,"10338-2","Barbiturates [Mass/volume] in Serum or Plasma"
380,"10339-0","Fluoxetine+Norfluoxetine [Mass/volume] in Serum or Plasma"
381,"1034-8","Fetal cell screen [Interpretation] in Blood"
382,"10340-8","Molindone [Mass/volume] in Serum or Plasma"
383,"10341-6","Norpropoxyphene [Mass/volume] in Serum or Plasma"
384,"10342-4","Sulfamethoxazole [Mass/volume] in Serum or Plasma"
385,"10343-2","Temazepam [Mass/volume] in Serum or Plasma"
386,"10344-0","Tranylcypromine [Mass/volume] in Serum or Plasma"
387,"10345-7","Trihexyphenidyl [Mass/volume] in Urine"
388,"10346-5","Hemoglobin A [Units/volume] in Blood by Electrophoresis"
389,"10347-3","Babesia microti identified in Blood by Light microscopy"
390,"10348-1","Bordetella parapertussis Ab [Presence] in Serum"
391,"10349-9","Brucella sp Ab [Units/volume] in Serum"
392,"1035-5","Fresh frozen plasma given [Volume]"
393,"10350-7","Herpes simplex virus IgM Ab [Titer] in Serum by Immunoassay"
394,"10351-5","HIV 1 RNA [Units/volume] (viral load) in Serum or Plasma by Probe with amplification"
395,"10352-3","Bacteria identified in Genital specimen by Aerobe culture"
396,"10353-1","Bacteria identified in Nose by Aerobe culture"
397,"10354-9","Bacteria identified in Urethra by Culture"
398,"10355-6","Microscopic observation [Identifier] in Bone marrow by Wright Giemsa stain"
399,"10356-4","Deprecated Microscopic observation [Identifier] in Stool by Trichrome stain"
400,"10357-2","Microscopic observation [Identifier] in Wound by Gram stain"
401,"10358-0","Teichoate Ab [Titer] in Serum by Immune diffusion (ID)"
402,"10359-8","Asialoganglioside GM1 IgM Ab [Titer] in Serum"
403,"1036-3","G Ab [Presence] in Serum or Plasma from Blood product unit"
404,"10360-6","DNA single strand IgG Ab [Units/volume] in Serum"
405,"10361-4","DNA single strand IgM Ab [Units/volume] in Serum"
406,"10362-2","Endomysium IgA Ab [Presence] in Serum"
407,"10363-0","Barbiturates [Presence] in Unspecified specimen"
408,"10364-8","Cotinine [Mass/mass] in Hair"
409,"10365-5","Cotinine [Mass/volume] in Serum or Plasma"
410,"10366-3","Cotinine [Mass/volume] in Urine"
411,"10367-1","Ethanol [Mass/volume] in Gastric fluid"
412,"10368-9","Lead [Mass/volume] in Capillary blood"
413,"10369-7","Opiates [Mass/mass] in Hair"
414,"1037-1","G Ab [Presence] in Serum or Plasma from Donor"
415,"10370-5","Phencyclidine [Mass/mass] in Hair"
416,"10371-3","Bite cells [Presence] in Blood by Light microscopy"
417,"10372-1","Blister cells [Presence] in Blood by Light microscopy"
418,"10373-9","Fragments [Presence] in Blood by Light microscopy"
419,"10374-7","Helmet cells [Presence] in Blood by Light microscopy"
420,"10375-4","Irregularly contracted cells [Presence] in Blood by Light microscopy"
421,"10376-2","Oval macrocytes [Presence] in Blood by Light microscopy"
422,"10377-0","Pencil cells [Presence] in Blood by Light microscopy"
423,"10378-8","Polychromasia [Presence] in Blood by Light microscopy"
424,"10379-6","Erythrocytes.dual population [Presence] in Blood by Light microscopy"
425,"1038-9","G Ab [Presence] in Serum or Plasma"
426,"10380-4","Stomatocytes [Presence] in Blood by Light microscopy"
427,"10381-2","Target cells [Presence] in Blood by Light microscopy"
428,"10382-0","A,B variant NOS Ag [Presence] on Red Blood Cells from Blood product unit"
429,"10383-8","A,B variant NOS Ag [Presence] on Red Blood Cells from Donor"
430,"10384-6","A,B variant NOS Ag [Presence] on Red Blood Cells"
431,"10385-3","Albumin concentration given"
432,"10386-1","Albumin given [Volume]"
433,"10387-9","Autologous erythrocytes given [Volume]"
434,"10388-7","Autologous whole blood given [Volume]"
435,"10389-5","Blood product.other [Type]"
436,"1039-7","G Ag [Presence] on Red Blood Cells from Blood product unit"
437,"10390-3","Blood product special preparation [Type]"
438,"10391-1","Cytomegalovirus immune globulin given [Volume]"
439,"10392-9","Cryoprecipitate given [Volume]"
440,"10393-7","Factor IX given [Type]"
441,"10394-5","Factor IX given [Volume]"
442,"10395-2","Factor VIII given [Type]"
443,"10396-0","Factor VIII given [Volume]"
444,"10397-8","Hepatitis B immune globulin given [Volume]"
445,"10398-6","I Ag [Presence] on Red Blood Cells from Blood product unit"
446,"10399-4","I Ag [Presence] on Red Blood Cells from Donor"
447,"104-0","Ceforanide [Susceptibility] by Minimum inhibitory concentration (MIC)"
448,"1040-5","G Ag [Presence] on Red Blood Cells from Donor"
449,"10400-0","I Ag [Presence] on Red Blood Cells"
450,"10401-8","Immune serum globulin given [Type]"
451,"10402-6","Immune serum globulin given [Volume]"
452,"10403-4","Inject immune serum globulin [Volume]"
453,"10404-2","Inject Rh immune globulin [Volume]"
454,"10405-9","Inject varicella zoster virus immune globulin [Volume]"
455,"10406-7","little i Ag [Presence] on Red Blood Cells from Blood product unit"
456,"10407-5","little i Ag [Presence] on Red Blood Cells from Donor"
457,"10408-3","little i Ag [Presence] on Red Blood Cells"
458,"10409-1","Pentaspan given [Volume]"
459,"1041-3","G Ag [Presence] on Red Blood Cells"
460,"10410-9","Plasma given [Type]"
461,"10411-7","Plasma given [Volume]"
462,"10412-5","Platelets given [Type]"
463,"10413-3","Rh immune globulin given [Volume]"
464,"10414-1","Transfuse albumin [Volume]"
465,"10415-8","Transfuse blood exchange transfusion [Volume]"
466,"10416-6","Transfuse blood product other [Volume]"
467,"10417-4","Transfuse cryoprecipitate [Volume]"
468,"10418-2","Transfuse factor IX [Volume]"
469,"10419-0","Transfuse factor VIII [Volume]"
470,"1042-1","H Ab [Presence] in Serum or Plasma from Blood product unit"
471,"10420-8","Transfuse immune serum globulin [Volume]"
472,"10421-6","Transfuse Pentaspan [Volume]"
473,"10422-4","Transfuse plasma [Volume]"
474,"10423-2","Transfuse platelets [Volume]"
475,"10424-0","Transfuse erythrocytes [Volume]"
476,"10425-7","Transfuse Rh immune globulin [Volume]"
477,"10426-5","Transfuse whole blood [Volume]"
478,"10427-3","Transfuse whole blood autologous [Volume]"
479,"10428-1","Varicella zoster virus immune globulin given [Volume]"
480,"10429-9","AE 1 Ag [Presence] in Tissue by Immune stain"
481,"1043-9","H Ab [Presence] in Serum or Plasma from Donor"
482,"10430-7","AE 3 Ag [Presence] in Tissue by Immune stain"
483,"10431-5","B-cell Ag [Presence] in Tissue by Immune stain"
484,"10432-3","CD30 Ag [Presence] in Tissue by Immune stain"
485,"10433-1","BR-2 Ag [Presence] in Tissue by Immune stain"
486,"10434-9","Complement C3 Ag [Presence] in Tissue by Immune stain"
487,"10435-6","C5B-9 Ag [Presence] in Tissue by Immune stain"
488,"10436-4","CD15 Ag [Presence] in Tissue by Immune stain"
489,"10437-2","CD16 Ag [Presence] in Tissue by Immune stain"
490,"10438-0","CD20 Ag [Presence] in Tissue by Immune stain"
491,"10439-8","CD3 Ag [Presence] in Tissue by Immune stain"
492,"1044-7","H Ab [Presence] in Serum"
493,"10440-6","Deprecated CD30 Ag [Presence] in Tissue by Immune stain"
494,"10441-4","CD34 Ag [Presence] in Tissue by Immune stain"
495,"10442-2","CD56 Ag [Presence] in Tissue by Immune stain"
496,"10443-0","CD43 T-cell monocyte+myeloid cell Ag [Presence] in Tissue by Immune stain"
497,"10444-8","CD57 Ag [Presence] in Tissue by Immune stain"
498,"10445-5","CD11c Ag [Presence] in Tissue by Immune stain"
499,"10446-3","Leukocyte common Ag [Presence] in Tissue by Immune stain"
500,"10447-1","M-5 Ag [Presence] in Tissue by Immune stain"
501,"10448-9","T-cell Ag [Presence] in Tissue by Immune stain"
502,"10449-7","Glucose [Mass/volume] in Serum or Plasma --1 hour post meal"
503,"1045-4","H NOS Ab [Presence] in Serum or Plasma from Blood product unit"
504,"10450-5","Glucose [Mass/volume] in Serum or Plasma --10 hours fasting"
505,"10451-3","Proinsulin [Moles/volume] in Serum or Plasma --12 hours fasting"
506,"10452-1","Xylose [Mass/volume] in Serum or Plasma --1 hour post 25 g xylose PO"
507,"10453-9","Xylose [Mass/volume] in Serum or Plasma --1 hour post dose xylose PO"
508,"10454-7","Xylose [Mass/volume] in Serum or Plasma --2 hours post 25 g xylose PO"
509,"10455-4","Xylose [Mass/volume] in Serum or Plasma --30 minutes post 25 g xylose PO"
510,"10456-2","Xylose [Mass/volume] in Serum or Plasma --6 hours fasting"
511,"10457-0","Actin Ag [Presence] in Tissue by Immune stain"
512,"10458-8","Alkaline phosphatase.placental Ag [Presence] in Tissue by Immune stain"
513,"10459-6","Alpha-1-Fetoprotein Ag [Presence] in Tissue by Immune stain"
514,"1046-2","H NOS Ab [Presence] in Serum or Plasma from Donor"
515,"10460-4","Lactalbumin alpha Ag [Presence] in Tissue by Immune stain"
516,"10461-2","Alpha-1-Antichymotrypsin Ag [Presence] in Tissue by Immune stain"
517,"10462-0","Alpha 1 antitrypsin Ag [Presence] in Tissue by Immune stain"
518,"10463-8","Amyloid A component Ag [Presence] in Tissue by Immune stain"
519,"10464-6","Amyloid P component Ag [Presence] in Tissue by Immune stain"
520,"10465-3","Amyloid.prealbumin Ag [Presence] in Tissue by Immune stain"
521,"10466-1","Anion gap 3 in Serum or Plasma"
522,"10467-9","Beta-2-Microglobulin amyloid Ag [Presence] in Tissue by Immune stain"
523,"10468-7","Calcitonin Ag [Presence] in Tissue by Immune stain"
